eid,date,readtype,howlong
e16534,2014/11/20,social media,46
e16542,2014/11/21,news,16
e16550,2014/11/22,a book,43
e16558,2014/11/23,social media,35
e16567,2014/11/24,a book,40
e16577,2014/11/25,a book,11
e16585,2014/11/26,social media,8
e16594,2014/11/27,social media,15
e16603,2014/11/28,a book,8
e16611,2014/11/29,a book,47
e16621,2014/11/30,news,21
e16629,2014/12/01,a book,21
e16637,2014/12/02,a book,39
e16645,2014/12/03,news,52
e16655,2014/12/04,news,13
e16663,2014/12/05,a book,23
e16671,2014/12/06,a book,6
e16680,2014/12/07,a book,25
e16688,2014/12/08,social media,46
e16696,2014/12/09,social media,37
e16705,2014/12/10,a book,35
e16715,2014/12/11,news,33
e16724,2014/12/12,a book,15
e16732,2014/12/13,social media,27
e16741,2014/12/14,a book,27
e16750,2014/12/15,a book,30
e16759,2014/12/16,news,39
e16768,2014/12/17,news,33
e16776,2014/12/18,social media,30
e16785,2014/12/19,a book,48
e16795,2014/12/20,social media,54
e16805,2014/12/21,a book,6
e16813,2014/12/22,social media,24
e16820,2014/12/23,a book,7
e16830,2014/12/24,social media,11
e16839,2014/12/25,social media,26
e16847,2014/12/26,a book,32
e16856,2014/12/27,a book,47
e16863,2014/12/28,a book,5
e16871,2014/12/29,news,9
e16879,2014/12/30,social media,34
e16888,2014/12/31,news,35
e16890,2015/01/01,news,18
e17093,2015/01/01,news,6
e17099,2015/01/02,a book,22
e17106,2015/01/03,news,44
e17115,2015/01/04,a book,7
e17124,2015/01/05,social media,8
e17133,2015/01/06,news,41
e17142,2015/01/07,a book,38
e17151,2015/01/08,social media,11
e17159,2015/01/09,news,34
e17168,2015/01/10,social media,41
e17176,2015/01/11,a book,35
e17185,2015/01/12,a book,5
e17194,2015/01/13,a book,46
e17203,2015/01/14,news,15
e17210,2015/01/15,news,43
e17218,2015/01/16,social media,29
e17226,2015/01/17,news,28
e17234,2015/01/18,social media,13
e17242,2015/01/19,news,18
e17250,2015/01/20,a book,28
e17257,2015/01/21,a book,6
e17264,2015/01/22,a book,45
e17272,2015/01/23,news,38
e17280,2015/01/24,a book,33
e17289,2015/01/25,news,11
e17297,2015/01/26,a book,16
e17305,2015/01/27,social media,37
e17314,2015/01/28,a book,9
e17322,2015/01/29,social media,48
e17331,2015/01/30,social media,8
e17341,2015/01/31,social media,16
e17350,2015/02/01,news,22
e17359,2015/02/02,a book,9
e17367,2015/02/03,social media,5
e17376,2015/02/04,social media,16
e17384,2015/02/05,a book,22
e17394,2015/02/06,social media,40
e17402,2015/02/07,news,46
e17410,2015/02/08,social media,10
e17420,2015/02/09,a book,41
e17428,2015/02/10,news,28
e17437,2015/02/11,a book,19
e17444,2015/02/12,social media,44
e17453,2015/02/13,social media,8
e17462,2015/02/14,a book,30
e17470,2015/02/15,news,15
e17478,2015/02/16,a book,28
e17486,2015/02/17,social media,41
e17494,2015/02/18,news,7
e17503,2015/02/19,social media,55
e17513,2015/02/20,news,24
e17522,2015/02/21,news,42
e17531,2015/02/22,a book,23
e17539,2015/02/23,social media,5
e17548,2015/02/24,a book,28
e17557,2015/02/25,a book,30
e17567,2015/02/26,a book,19
e17576,2015/02/27,news,7
e17585,2015/02/28,a book,19
e17595,2015/03/01,a book,23
e17603,2015/03/02,social media,21
e17612,2015/03/03,news,12
e17621,2015/03/04,a book,10
e17630,2015/03/05,news,32
e17638,2015/03/06,social media,44
e17647,2015/03/07,news,23
e17656,2015/03/08,news,16
e17665,2015/03/09,a book,35
e17674,2015/03/10,a book,22
e17682,2015/03/11,a book,18
e17691,2015/03/12,social media,41
e17700,2015/03/13,news,24
e17709,2015/03/14,a book,38
e17716,2015/03/15,news,6
e17726,2015/03/16,social media,55
e17736,2015/03/17,a book,38
e17744,2015/03/18,a book,39
e17754,2015/03/19,news,15
e17762,2015/03/20,social media,24
e17772,2015/03/21,news,55
e17782,2015/03/22,social media,49
e17791,2015/03/23,news,47
e17801,2015/03/24,a book,43
e17809,2015/03/25,news,50
e17816,2015/03/26,social media,22
e17825,2015/03/27,social media,10
e17834,2015/03/28,news,9
e17841,2015/03/29,social media,52
e17848,2015/03/30,news,24
e17857,2015/03/31,social media,11
e17865,2015/04/01,social media,47
e17874,2015/04/02,news,25
e17882,2015/04/03,a book,21
e17891,2015/04/04,news,38
e17899,2015/04/05,a book,5
e17907,2015/04/06,social media,10
e17916,2015/04/07,a book,48
e17925,2015/04/08,news,14
e17934,2015/04/09,a book,21
e17943,2015/04/10,a book,6
e17952,2015/04/11,a book,18
e17960,2015/04/12,social media,43
e17969,2015/04/13,news,42
e17978,2015/04/14,social media,34
e17986,2015/04/15,a book,48
e17994,2015/04/16,social media,31
e18004,2015/04/17,news,55
e18014,2015/04/18,news,43
e18023,2015/04/19,news,22
e18032,2015/04/20,news,32
e18038,2015/04/21,news,6
e18046,2015/04/22,news,16
e18055,2015/04/23,a book,19
e18063,2015/04/24,news,51
e18072,2015/04/25,social media,22
e18081,2015/04/26,social media,30
e18088,2015/04/27,news,8
e18097,2015/04/28,a book,52
e18106,2015/04/29,news,17
e18115,2015/04/30,news,18
e18124,2015/05/01,a book,39
e18133,2015/05/02,a book,28
e18142,2015/05/03,a book,19
e18149,2015/05/04,a book,15
e18158,2015/05/05,social media,36
e18167,2015/05/06,social media,39
e18177,2015/05/07,a book,15
e18185,2015/05/08,a book,49
e18194,2015/05/09,a book,24
e18202,2015/05/10,social media,40
e18211,2015/05/11,social media,43
e18219,2015/05/12,a book,12
e18227,2015/05/13,news,29
e18236,2015/05/14,social media,18
e18244,2015/05/15,a book,45
e18253,2015/05/16,social media,32
e18261,2015/05/17,social media,51
e18270,2015/05/18,news,11
e18279,2015/05/19,a book,21
e18288,2015/05/20,a book,26
e18298,2015/05/21,news,37
e18307,2015/05/22,a book,36
e18317,2015/05/23,social media,36
e18325,2015/05/24,a book,26
e18332,2015/05/25,news,19
e18341,2015/05/26,social media,21
e18350,2015/05/27,a book,29
e18359,2015/05/28,a book,31
e18369,2015/05/29,social media,15
e18379,2015/05/30,news,19
e18388,2015/05/31,a book,22
e18396,2015/06/01,news,48
e18406,2015/06/02,a book,17
e18414,2015/06/03,news,26
e18421,2015/06/04,news,26
e18431,2015/06/05,news,20
e18440,2015/06/06,social media,26
e18449,2015/06/07,social media,8
e18456,2015/06/08,a book,50
e18463,2015/06/09,social media,37
e18472,2015/06/10,news,46
e18481,2015/06/11,news,25
e18490,2015/06/12,news,10
e18498,2015/06/13,news,52
e18506,2015/06/14,social media,22
e18515,2015/06/15,news,44
e18522,2015/06/16,news,25
e18531,2015/06/17,a book,50
e18538,2015/06/18,news,23
e18547,2015/06/19,news,24
e18555,2015/06/20,a book,40
e18564,2015/06/21,a book,49
e18574,2015/06/22,social media,50
e18580,2015/06/23,news,11
e18590,2015/06/24,a book,24
e18599,2015/06/25,news,9
e18607,2015/06/26,social media,46
e18616,2015/06/27,a book,39
e18625,2015/06/28,a book,39
e18634,2015/06/29,a book,46
e18643,2015/06/30,a book,10
e18652,2015/07/01,news,19
e18662,2015/07/02,a book,36
e18671,2015/07/03,a book,8
e18679,2015/07/04,a book,21
e18687,2015/07/05,a book,5
e18697,2015/07/06,a book,12
e18705,2015/07/07,a book,35
e18714,2015/07/08,a book,32
e18723,2015/07/09,social media,9
e18730,2015/07/10,a book,49
e18740,2015/07/11,social media,18
e18750,2015/07/12,social media,53
e18758,2015/07/13,social media,8
e18767,2015/07/14,a book,13
e18776,2015/07/15,a book,20
e18783,2015/07/16,news,39
e18791,2015/07/17,social media,46
e18798,2015/07/18,news,7
e18807,2015/07/19,news,21
e18815,2015/07/20,news,12
e18824,2015/07/21,news,52
e18833,2015/07/22,news,43
e18842,2015/07/23,a book,12
e18852,2015/07/24,a book,11
e18859,2015/07/25,social media,9
e18868,2015/07/26,news,32
e18875,2015/07/27,a book,40
e18885,2015/07/28,news,10
e18893,2015/07/29,news,24
e18902,2015/07/30,news,39
e18909,2015/07/31,a book,19
e18917,2015/08/01,news,31
e18925,2015/08/02,social media,53
e18935,2015/08/03,a book,20
e18944,2015/08/04,social media,5
e18954,2015/08/05,social media,31
e18961,2015/08/06,news,25
e18970,2015/08/07,news,23
e18978,2015/08/08,news,34
e18985,2015/08/09,a book,51
e18993,2015/08/10,social media,6
e19001,2015/08/11,a book,44
e19010,2015/08/12,a book,28
e19018,2015/08/13,news,36
e19027,2015/08/14,news,31
e19035,2015/08/15,social media,21
e19043,2015/08/16,a book,23
e19053,2015/08/17,social media,35
e19062,2015/08/18,a book,39
e19071,2015/08/19,social media,32
e19079,2015/08/20,social media,13
e19087,2015/08/21,a book,33
e19096,2015/08/22,news,46
e19104,2015/08/23,a book,33
e19113,2015/08/24,news,41
e19121,2015/08/25,a book,27
e19131,2015/08/26,news,48
e19139,2015/08/27,news,48
e19148,2015/08/28,social media,38
e19156,2015/08/29,news,43
e19165,2015/08/30,social media,30
e19175,2015/08/31,a book,26
e19184,2015/09/01,news,18
e19192,2015/09/02,a book,50
e19201,2015/09/03,news,47
e19210,2015/09/04,social media,31
e19220,2015/09/05,news,39
e19230,2015/09/06,social media,45
e19239,2015/09/07,news,27
e19247,2015/09/08,social media,15
e19255,2015/09/09,news,36
e19264,2015/09/10,news,19
e19273,2015/09/11,news,15
e19281,2015/09/12,news,54
e19289,2015/09/13,a book,49
e19298,2015/09/14,a book,9
e19307,2015/09/15,a book,42
e19314,2015/09/16,news,6
e19324,2015/09/17,social media,14
e19334,2015/09/18,social media,8
e19343,2015/09/19,a book,21
e19353,2015/09/20,social media,6
e19362,2015/09/21,social media,41
e19372,2015/09/22,a book,29
e19381,2015/09/23,news,50
e19389,2015/09/24,social media,42
e19396,2015/09/25,news,48
e19404,2015/09/26,a book,47
e19412,2015/09/27,a book,50
e19420,2015/09/28,social media,42
e19430,2015/09/29,a book,19
e19439,2015/09/30,news,47
e19447,2015/10/01,news,43
e19456,2015/10/02,a book,51
e19465,2015/10/03,a book,38
e19474,2015/10/04,social media,8
e19483,2015/10/05,social media,43
e19493,2015/10/06,news,43
e19502,2015/10/07,a book,35
e19511,2015/10/08,social media,20
e19520,2015/10/09,social media,36
e19529,2015/10/10,social media,51
e19537,2015/10/11,a book,19
e19546,2015/10/12,social media,29
e19554,2015/10/13,social media,11
e19564,2015/10/14,social media,8
e19574,2015/10/15,news,52
e19582,2015/10/16,a book,5
e19591,2015/10/17,social media,34
e19599,2015/10/18,social media,38
e19608,2015/10/19,social media,33
e19616,2015/10/20,news,13
e19625,2015/10/21,social media,51
e19634,2015/10/22,news,40
e19643,2015/10/23,social media,37
e19653,2015/10/24,a book,47
e19663,2015/10/25,news,44
e19673,2015/10/26,social media,24
e19682,2015/10/27,a book,8
e19690,2015/10/28,social media,40
e19698,2015/10/29,a book,19
e19708,2015/10/30,social media,41
e19718,2015/10/31,social media,22
e19726,2015/11/01,a book,15
e19734,2015/11/02,news,22
e19742,2015/11/03,social media,23
e19751,2015/11/04,social media,35
e19761,2015/11/05,a book,49
e19769,2015/11/06,social media,13
e19779,2015/11/07,news,10
e19789,2015/11/08,a book,47
e19796,2015/11/09,social media,11
e19804,2015/11/10,news,23
e19812,2015/11/11,a book,24
e19821,2015/11/12,social media,23
e19829,2015/11/13,news,54
e19837,2015/11/14,a book,55
e19845,2015/11/15,a book,35
e19852,2015/11/16,a book,10
e19861,2015/11/17,a book,40
e19869,2015/11/18,a book,45
e19877,2015/11/19,a book,34
e19887,2015/11/20,a book,43
e19896,2015/11/21,a book,23
e19905,2015/11/22,news,30
e19914,2015/11/23,a book,47
e19923,2015/11/24,a book,21
e19931,2015/11/25,news,26
e19940,2015/11/26,social media,42
e19949,2015/11/27,social media,53
e19958,2015/11/28,a book,22
e19966,2015/11/29,news,55
e19975,2015/11/30,news,33
e19984,2015/12/01,a book,52
e19992,2015/12/02,a book,50
e20000,2015/12/03,social media,15
e20007,2015/12/04,social media,43
e20014,2015/12/05,social media,5
e20022,2015/12/06,social media,33
e20031,2015/12/07,news,28
e20040,2015/12/08,news,11
e20048,2015/12/09,a book,26
e20057,2015/12/10,social media,42
e20065,2015/12/11,a book,35
e20075,2015/12/12,a book,28
e20084,2015/12/13,social media,24
e20092,2015/12/14,social media,15
e20099,2015/12/15,a book,54
e20107,2015/12/16,news,45
e20114,2015/12/17,news,34
e20123,2015/12/18,news,10
e20132,2015/12/19,a book,47
e20142,2015/12/20,news,26
e20152,2015/12/21,social media,36
e20161,2015/12/22,a book,38
e20170,2015/12/23,news,54
e20178,2015/12/24,a book,30
e20188,2015/12/25,social media,21
e20197,2015/12/26,social media,42
e20205,2015/12/27,news,9
e20214,2015/12/28,news,34
e20223,2015/12/29,a book,37
e20232,2015/12/30,social media,9
e20240,2015/12/31,a book,14
e20242,2016/01/01,a book,48
e20438,2016/01/01,social media,26
e20448,2016/01/02,social media,53
e20456,2016/01/03,a book,42
e20464,2016/01/04,a book,21
e20474,2016/01/05,social media,12
e20482,2016/01/06,social media,26
e20491,2016/01/07,a book,39
e20498,2016/01/08,social media,25
e20507,2016/01/09,social media,8
e20515,2016/01/10,social media,51
e20524,2016/01/11,news,37
e20534,2016/01/12,social media,53
e20542,2016/01/13,news,50
e20550,2016/01/14,news,51
e20560,2016/01/15,social media,19
e20570,2016/01/16,a book,6
e20579,2016/01/17,social media,49
e20589,2016/01/18,a book,5
e20599,2016/01/19,social media,21
e20608,2016/01/20,a book,42
e20617,2016/01/21,social media,19
e20625,2016/01/22,social media,22
e20635,2016/01/23,news,49
e20643,2016/01/24,social media,43
e20651,2016/01/25,social media,31
e20660,2016/01/26,news,23
e20670,2016/01/27,a book,33
e20679,2016/01/28,a book,15
e20688,2016/01/29,a book,29
e20696,2016/01/30,a book,29
e20704,2016/01/31,social media,55
e20714,2016/02/01,social media,18
e20723,2016/02/02,news,24
e20732,2016/02/03,a book,40
e20740,2016/02/04,social media,15
e20749,2016/02/05,news,31
e20758,2016/02/06,news,37
e20767,2016/02/07,a book,38
e20775,2016/02/08,social media,29
e20785,2016/02/09,social media,51
e20792,2016/02/10,social media,54
e20802,2016/02/11,a book,19
e20812,2016/02/12,social media,16
e20820,2016/02/13,a book,42
e20829,2016/02/14,a book,44
e20837,2016/02/15,news,28
e20846,2016/02/16,news,15
e20855,2016/02/17,a book,13
e20863,2016/02/18,news,10
e20871,2016/02/19,social media,43
e20881,2016/02/20,a book,37
e20889,2016/02/21,a book,52
e20897,2016/02/22,news,30
e20904,2016/02/23,news,6
e20912,2016/02/24,a book,6
e20920,2016/02/25,a book,19
e20928,2016/02/26,a book,11
e20937,2016/02/27,social media,17
e20945,2016/02/28,social media,37
e20953,2016/02/29,news,29
e20962,2016/03/01,a book,38
e20971,2016/03/02,social media,50
e20978,2016/03/03,a book,6
e20986,2016/03/04,news,16
e20993,2016/03/05,news,35
e21003,2016/03/06,news,35
e21012,2016/03/07,social media,49
e21020,2016/03/08,social media,36
e21028,2016/03/09,social media,45
e21037,2016/03/10,news,21
e21045,2016/03/11,news,30
e21052,2016/03/12,a book,49
e21061,2016/03/13,news,6
e21071,2016/03/14,a book,16
e21079,2016/03/15,a book,34
e21086,2016/03/16,news,11
e21095,2016/03/17,social media,26
e21105,2016/03/18,social media,21
e21114,2016/03/19,social media,42
e21123,2016/03/20,a book,31
e21132,2016/03/21,news,55
e21142,2016/03/22,social media,7
e21151,2016/03/23,social media,24
e21161,2016/03/24,a book,19
e21170,2016/03/25,a book,38
e21177,2016/03/26,news,44
e21185,2016/03/27,news,28
e21193,2016/03/28,news,8
e21201,2016/03/29,news,18
e21208,2016/03/30,a book,16
e21216,2016/03/31,a book,55
e21224,2016/04/01,news,43
e21233,2016/04/02,a book,12
e21240,2016/04/03,news,21
e21248,2016/04/04,social media,38
e21257,2016/04/05,news,18
e21267,2016/04/06,a book,43
e21276,2016/04/07,a book,20
e21285,2016/04/08,a book,8
e21294,2016/04/09,a book,22
e21303,2016/04/10,a book,24
e21312,2016/04/11,news,8
e21322,2016/04/12,news,18
e21330,2016/04/13,news,54
e21339,2016/04/14,social media,10
e21348,2016/04/15,news,52
e21358,2016/04/16,social media,31
e21367,2016/04/17,social media,51
e21376,2016/04/18,a book,51
e21386,2016/04/19,social media,23
e21394,2016/04/20,a book,14
e21403,2016/04/21,social media,49
e21412,2016/04/22,a book,54
e21422,2016/04/23,news,9
e21430,2016/04/24,a book,40
e21439,2016/04/25,a book,46
e21447,2016/04/26,a book,30
e21455,2016/04/27,news,22
e21463,2016/04/28,a book,47
e21471,2016/04/29,a book,18
e21479,2016/04/30,social media,14
e21487,2016/05/01,a book,8
e21497,2016/05/02,news,15
e21506,2016/05/03,a book,7
e21515,2016/05/04,social media,54
e21524,2016/05/05,news,41
e21533,2016/05/06,news,30
e21543,2016/05/07,social media,21
e21552,2016/05/08,a book,44
e21559,2016/05/09,social media,9
e21569,2016/05/10,social media,53
e21578,2016/05/11,social media,54
e21586,2016/05/12,news,5
e21596,2016/05/13,news,54
e21604,2016/05/14,a book,48
e21611,2016/05/15,social media,30
e21620,2016/05/16,a book,43
e21629,2016/05/17,social media,26
e21638,2016/05/18,news,14
e21646,2016/05/19,news,6
e21655,2016/05/20,news,8
e21664,2016/05/21,news,27
e21673,2016/05/22,social media,7
e21682,2016/05/23,a book,45
e21690,2016/05/24,a book,14
e21699,2016/05/25,news,24
e21707,2016/05/26,news,8
e21715,2016/05/27,social media,13
e21724,2016/05/28,social media,40
e21732,2016/05/29,social media,7
e21739,2016/05/30,news,15
e21746,2016/05/31,news,44
e21756,2016/06/01,a book,24
e21764,2016/06/02,social media,41
e21773,2016/06/03,a book,54
e21783,2016/06/04,social media,52
e21792,2016/06/05,a book,17
e21800,2016/06/06,a book,8
e21809,2016/06/07,news,25
e21817,2016/06/08,social media,49
e21825,2016/06/09,social media,55
e21835,2016/06/10,social media,25
e21843,2016/06/11,social media,32
e21853,2016/06/12,a book,11
e21862,2016/06/13,news,26
e21869,2016/06/14,news,6
e21876,2016/06/15,social media,46
e21885,2016/06/16,news,22
e21894,2016/06/17,news,18
e21904,2016/06/18,a book,41
e21912,2016/06/19,a book,30
e21920,2016/06/20,a book,16
e21928,2016/06/21,social media,26
e21936,2016/06/22,news,27
e21946,2016/06/23,a book,49
e21955,2016/06/24,a book,22
e21964,2016/06/25,news,20
e21974,2016/06/26,news,34
e21983,2016/06/27,social media,39
e21992,2016/06/28,news,52
e21999,2016/06/29,a book,38
e22008,2016/06/30,social media,47
e22018,2016/07/01,social media,16
e22026,2016/07/02,news,19
e22035,2016/07/03,social media,26
e22042,2016/07/04,news,49
e22051,2016/07/05,a book,30
e22061,2016/07/06,news,35
e22070,2016/07/07,social media,21
e22078,2016/07/08,a book,34
e22087,2016/07/09,news,24
e22097,2016/07/10,news,32
e22105,2016/07/11,social media,13
e22113,2016/07/12,a book,51
e22122,2016/07/13,news,34
e22130,2016/07/14,a book,24
e22139,2016/07/15,news,15
e22148,2016/07/16,news,42
e22156,2016/07/17,social media,38
e22164,2016/07/18,a book,30
e22173,2016/07/19,news,47
e22181,2016/07/20,news,29
e22187,2016/07/21,news,36
e22196,2016/07/22,social media,45
e22205,2016/07/23,news,11
e22215,2016/07/24,news,39
e22225,2016/07/25,a book,52
e22233,2016/07/26,news,50
e22242,2016/07/27,social media,46
e22251,2016/07/28,a book,51
e22257,2016/07/29,social media,12
e22265,2016/07/30,news,48
e22275,2016/07/31,a book,10
e22283,2016/08/01,a book,23
e22291,2016/08/02,a book,28
e22299,2016/08/03,social media,51
e22307,2016/08/04,social media,55
e22315,2016/08/05,news,20
e22325,2016/08/06,social media,51
e22333,2016/08/07,social media,35
e22342,2016/08/08,a book,45
e22350,2016/08/09,social media,23
e22359,2016/08/10,social media,19
e22366,2016/08/11,a book,10
e22375,2016/08/12,news,5
e22384,2016/08/13,social media,43
e22392,2016/08/14,social media,21
e22401,2016/08/15,social media,12
e22410,2016/08/16,news,52
e22420,2016/08/17,social media,9
e22429,2016/08/18,news,34
e22438,2016/08/19,a book,8
e22446,2016/08/20,social media,53
e22455,2016/08/21,social media,29
e22465,2016/08/22,news,6
e22472,2016/08/23,a book,15
e22481,2016/08/24,a book,10
e22490,2016/08/25,news,10
e22496,2016/08/26,a book,14
e22504,2016/08/27,news,32
e22513,2016/08/28,social media,17
e22521,2016/08/29,a book,36
e22530,2016/08/30,news,38
e22539,2016/08/31,social media,20
e22547,2016/09/01,news,26
e22556,2016/09/02,social media,38
e22565,2016/09/03,a book,12
e22574,2016/09/04,news,6
e22584,2016/09/05,news,28
e22593,2016/09/06,social media,20
e22601,2016/09/07,news,39
e22611,2016/09/08,social media,15
e22620,2016/09/09,a book,8
e22629,2016/09/10,social media,8
e22639,2016/09/11,a book,25
e22648,2016/09/12,news,42
e22657,2016/09/13,news,19
e22665,2016/09/14,social media,21
e22673,2016/09/15,a book,16
e22683,2016/09/16,social media,47
e22690,2016/09/17,social media,35
e22699,2016/09/18,social media,35
e22708,2016/09/19,a book,11
e22718,2016/09/20,a book,48
e22726,2016/09/21,a book,26
e22735,2016/09/22,social media,34
e22742,2016/09/23,news,22
e22750,2016/09/24,a book,35
e22759,2016/09/25,news,26
e22768,2016/09/26,a book,23
e22776,2016/09/27,a book,52
e22785,2016/09/28,news,40
e22794,2016/09/29,social media,21
e22803,2016/09/30,social media,37
e22812,2016/10/01,news,31
e22821,2016/10/02,a book,25
e22829,2016/10/03,news,35
e22839,2016/10/04,news,42
e22847,2016/10/05,social media,47
e22857,2016/10/06,news,6
e22863,2016/10/07,news,51
e22873,2016/10/08,news,33
e22881,2016/10/09,a book,41
e22889,2016/10/10,a book,19
e22897,2016/10/11,a book,39
e22906,2016/10/12,social media,33
e22915,2016/10/13,social media,29
e22924,2016/10/14,news,38
e22933,2016/10/15,a book,55
e22942,2016/10/16,a book,28
e22950,2016/10/17,news,43
e22957,2016/10/18,news,5
e22966,2016/10/19,news,55
e22975,2016/10/20,social media,26
e22983,2016/10/21,social media,24
e22993,2016/10/22,a book,26
e23001,2016/10/23,news,30
e23009,2016/10/24,news,10
e23017,2016/10/25,a book,6
e23025,2016/10/26,social media,43
e23035,2016/10/27,a book,38
e23044,2016/10/28,a book,51
e23053,2016/10/29,social media,34
e23061,2016/10/30,a book,40
e23069,2016/10/31,a book,14
e23078,2016/11/01,news,5
e23085,2016/11/02,a book,10
e23092,2016/11/03,a book,16
e23101,2016/11/04,social media,7
e23111,2016/11/05,social media,51
e23121,2016/11/06,social media,32
e23128,2016/11/07,social media,14
e23138,2016/11/08,news,54
e23147,2016/11/09,news,50
e23155,2016/11/10,news,31
e23164,2016/11/11,a book,31
e23173,2016/11/12,social media,41
e23182,2016/11/13,a book,46
e23192,2016/11/14,a book,42
e23200,2016/11/15,news,22
e23208,2016/11/16,news,32
e23218,2016/11/17,a book,42
e23228,2016/11/18,a book,37
e23237,2016/11/19,social media,23
e23247,2016/11/20,news,23
e23254,2016/11/21,news,41
e23263,2016/11/22,social media,12
e23273,2016/11/23,a book,23
e23281,2016/11/24,a book,40
e23290,2016/11/25,news,17
e23299,2016/11/26,news,46
e23308,2016/11/27,news,55
e23317,2016/11/28,social media,27
e23327,2016/11/29,a book,28
e23336,2016/11/30,news,16
e23346,2016/12/01,social media,49
e23354,2016/12/02,social media,5
e23362,2016/12/03,a book,35
e23372,2016/12/04,social media,39
e23380,2016/12/05,news,38
e23388,2016/12/06,news,39
e23396,2016/12/07,a book,28
e23406,2016/12/08,a book,32
e23414,2016/12/09,a book,12
e23422,2016/12/10,news,42
e23431,2016/12/11,social media,34
e23439,2016/12/12,social media,18
e23448,2016/12/13,social media,28
e23457,2016/12/14,news,13
e23466,2016/12/15,social media,29
e23474,2016/12/16,social media,27
e23483,2016/12/17,news,37
e23492,2016/12/18,social media,19
e23501,2016/12/19,social media,15
e23509,2016/12/20,a book,10
e23518,2016/12/21,a book,38
e23527,2016/12/22,a book,7
e23536,2016/12/23,social media,5
e23545,2016/12/24,social media,39
e23553,2016/12/25,social media,17
e23562,2016/12/26,news,32
e23572,2016/12/27,social media,39
e23581,2016/12/28,a book,55
e23589,2016/12/29,social media,8
e23597,2016/12/30,news,10
e23607,2016/12/31,social media,43
e23838,2017/01/01,a book,17
e23848,2017/01/02,social media,23
e23857,2017/01/03,social media,55
e23866,2017/01/04,news,44
e23874,2017/01/05,social media,49
e23882,2017/01/06,social media,11
e23892,2017/01/07,social media,47
e23901,2017/01/08,a book,36
e23909,2017/01/09,a book,17
e23916,2017/01/10,a book,55
e23924,2017/01/11,social media,27
e23932,2017/01/12,a book,15
e23941,2017/01/13,a book,14
e23947,2017/01/14,news,48
e23956,2017/01/15,news,19
e23964,2017/01/16,news,47
e23971,2017/01/17,a book,6
e23979,2017/01/18,social media,36
e23986,2017/01/19,social media,55
e23994,2017/01/20,news,23
e24003,2017/01/21,a book,7
e24012,2017/01/22,a book,13
e24022,2017/01/23,a book,17
e24030,2017/01/24,social media,45
e24037,2017/01/25,social media,47
e24046,2017/01/26,social media,53
e24055,2017/01/27,a book,18
e24063,2017/01/28,social media,8
e24072,2017/01/29,a book,40
e24079,2017/01/30,a book,17
e24088,2017/01/31,social media,21
e24098,2017/02/01,social media,11
e24106,2017/02/02,a book,5
e24114,2017/02/03,a book,40
e24123,2017/02/04,a book,23
e24131,2017/02/05,a book,37
e24140,2017/02/06,a book,22
e24150,2017/02/07,social media,15
e24159,2017/02/08,news,28
e24168,2017/02/09,social media,36
e24176,2017/02/10,news,46
e24183,2017/02/11,a book,26
e24193,2017/02/12,social media,16
e24202,2017/02/13,a book,9
e24211,2017/02/14,a book,26
e24219,2017/02/15,news,12
e24228,2017/02/16,social media,32
e24236,2017/02/17,news,46
e24246,2017/02/18,a book,52
e24255,2017/02/19,news,19
e24263,2017/02/20,social media,32
e24271,2017/02/21,a book,10
e24279,2017/02/22,a book,27
e24289,2017/02/23,news,37
e24298,2017/02/24,social media,55
e24305,2017/02/25,a book,31
e24314,2017/02/26,news,28
e24324,2017/02/27,social media,33
e24333,2017/02/28,news,5
e24342,2017/03/01,a book,30
e24351,2017/03/02,social media,9
e24359,2017/03/03,news,28
e24368,2017/03/04,news,13
e24376,2017/03/05,social media,7
e24385,2017/03/06,a book,17
e24393,2017/03/07,a book,10
e24402,2017/03/08,a book,45
e24412,2017/03/09,social media,52
e24420,2017/03/10,news,31
e24427,2017/03/11,social media,7
e24436,2017/03/12,a book,54
e24445,2017/03/13,news,46
e24454,2017/03/14,news,15
e24464,2017/03/15,social media,34
e24474,2017/03/16,social media,35
e24482,2017/03/17,social media,16
e24490,2017/03/18,news,9
e24498,2017/03/19,a book,47
e24505,2017/03/20,news,42
e24514,2017/03/21,news,23
e24524,2017/03/22,a book,6
e24532,2017/03/23,social media,13
e24540,2017/03/24,news,15
e24550,2017/03/25,news,6
e24560,2017/03/26,a book,32
e24568,2017/03/27,social media,6
e24576,2017/03/28,social media,38
e24586,2017/03/29,social media,53
e24594,2017/03/30,social media,46
e24602,2017/03/31,social media,12
e24611,2017/04/01,a book,23
e24619,2017/04/02,a book,11
e24627,2017/04/03,news,11
e24636,2017/04/04,social media,11
e24644,2017/04/05,social media,44
e24652,2017/04/06,news,50
e24661,2017/04/07,a book,26
e24669,2017/04/08,news,40
e24678,2017/04/09,social media,20
e24687,2017/04/10,a book,39
e24696,2017/04/11,social media,9
e24705,2017/04/12,news,52
e24713,2017/04/13,news,6
e24721,2017/04/14,a book,26
e24729,2017/04/15,news,8
e24737,2017/04/16,a book,10
e24746,2017/04/17,social media,46
e24754,2017/04/18,news,5
e24762,2017/04/19,social media,7
e24770,2017/04/20,news,24
e24778,2017/04/21,news,37
e24788,2017/04/22,social media,33
e24796,2017/04/23,social media,19
e24804,2017/04/24,news,38
e24814,2017/04/25,a book,28
e24822,2017/04/26,social media,55
