eid,date,timeofday,howlong,friends
e25914,2017/08/28,in the late afternoon,16,"Lydia, Eva, Piper"
e25915,2017/08/28,late in the evening,32,Rylee
e25916,2017/08/28,in the early afternoon,16,Rylee
e25923,2017/08/29,in the early afternoon,11,Rylee
e25924,2017/08/29,in the late afternoon,34,Nora
e25925,2017/08/29,late in the evening,7,"Rylee, Nevaeh, Nora, Eva"
e25932,2017/08/30,in the early afternoon,26,"Avery, Nora, Rylee"
e25933,2017/08/30,during lunch hours,45,"Kinsley, Layla, Hazel, Eva"
e25934,2017/08/30,in the late afternoon,31,Lydia
e25941,2017/08/31,in the early evening,54,"Nevaeh, Piper, Lydia"
e25942,2017/08/31,late in the evening,26,"Nevaeh, Layla, Hazel, Nora"
e25948,2017/09/01,in the morning,29,"Hazel, Piper, Avery"
e25949,2017/09/01,in the late afternoon,8,"Nora, Olivia, Rylee"
e25950,2017/09/01,in the morning,20,"Avery, Rylee"
e25951,2017/09/01,in the morning,50,Eva
e25957,2017/09/02,during lunch hours,8,"Eva, Kinsley, Hazel"
e25958,2017/09/02,in the early evening,38,"Lydia, Nora, Olivia, Hazel"
e25959,2017/09/02,late in the evening,45,Nora
e25960,2017/09/02,late in the evening,50,"Lydia, Olivia, Nora"
e25967,2017/09/03,during lunch hours,51,"Olivia, Piper"
e25968,2017/09/03,in the late afternoon,20,"Piper, Hazel, Olivia"
e25969,2017/09/03,in the late afternoon,28,"Rylee, Olivia, Hazel, Piper"
e25976,2017/09/04,during lunch hours,10,Claire
e25977,2017/09/04,in the late afternoon,7,"Layla, Eva, Hazel"
e25978,2017/09/04,late in the evening,53,Eva
e25985,2017/09/05,in the morning,50,"Rylee, Piper, Layla, Lydia"
e25986,2017/09/05,in the early afternoon,24,Layla
e25987,2017/09/05,in the early afternoon,14,"Lydia, Nora, Avery, Claire"
e25994,2017/09/06,late in the evening,11,"Layla, Piper, Nevaeh, Piper"
e25995,2017/09/06,in the late afternoon,9,"Rylee, Hazel, Piper"
e26002,2017/09/07,in the early afternoon,30,"Nevaeh, Piper, Layla"
e26003,2017/09/07,in the morning,49,Hazel
e26004,2017/09/07,during lunch hours,38,"Rylee, Hazel"
e26011,2017/09/08,late in the evening,41,"Nevaeh, Piper, Lydia, Olivia"
e26012,2017/09/08,in the morning,39,"Rylee, Layla"
e26013,2017/09/08,late in the evening,14,Nora
e26020,2017/09/09,during lunch hours,26,"Avery, Lydia"
e26021,2017/09/09,in the early evening,37,"Olivia, Piper, Eva, Layla"
e26022,2017/09/09,in the morning,10,Piper
e26028,2017/09/10,in the early evening,31,"Avery, Rylee, Kinsley, Hazel"
e26029,2017/09/10,during lunch hours,47,Nevaeh
e26036,2017/09/11,in the early afternoon,40,Layla
e26037,2017/09/11,late in the evening,27,Nevaeh
e26038,2017/09/11,late in the evening,48,"Claire, Nevaeh, Hazel"
e26045,2017/09/12,in the early evening,32,"Piper, Piper"
e26052,2017/09/13,in the early afternoon,35,"Layla, Eva, Hazel"
e26053,2017/09/13,in the late afternoon,47,"Lydia, Kinsley, Nevaeh"
e26054,2017/09/13,in the late afternoon,26,Claire
e26061,2017/09/14,in the early afternoon,5,"Claire, Lydia, Nevaeh"
e26062,2017/09/14,in the early afternoon,19,"Piper, Claire, Eva, Olivia"
e26063,2017/09/14,in the late afternoon,27,"Rylee, Piper, Nora, Kinsley"
e26070,2017/09/15,in the early evening,30,Rylee
e26071,2017/09/15,in the late afternoon,49,"Kinsley, Layla, Olivia, Eva"
e26072,2017/09/15,during lunch hours,30,Hazel
e26079,2017/09/16,in the late afternoon,40,"Avery, Claire"
e26080,2017/09/16,in the early evening,13,Piper
e26081,2017/09/16,in the early afternoon,5,"Kinsley, Lydia"
e26082,2017/09/16,in the late afternoon,47,"Piper, Layla"
e26089,2017/09/17,during lunch hours,15,"Layla, Piper"
e26090,2017/09/17,in the late afternoon,7,"Layla, Rylee, Piper, Olivia"
e26091,2017/09/17,during lunch hours,37,"Piper, Nevaeh, Hazel"
e26098,2017/09/18,in the late afternoon,43,Hazel
e26099,2017/09/18,in the late afternoon,28,"Rylee, Eva"
e26106,2017/09/19,late in the evening,48,"Piper, Rylee, Lydia, Claire"
e26113,2017/09/20,in the early afternoon,22,"Piper, Hazel, Claire"
e26114,2017/09/20,in the early evening,37,"Claire, Eva, Rylee"
e26115,2017/09/20,in the late afternoon,38,Nora
e26122,2017/09/21,in the late afternoon,12,Rylee
e26123,2017/09/21,late in the evening,52,"Piper, Lydia, Layla, Piper"
e26124,2017/09/21,late in the evening,37,"Hazel, Rylee, Layla"
e26131,2017/09/22,in the morning,51,"Layla, Kinsley, Rylee, Claire"
e26132,2017/09/22,in the early afternoon,40,"Avery, Olivia, Eva, Kinsley"
e26133,2017/09/22,in the late afternoon,26,Avery
e26134,2017/09/22,in the late afternoon,51,"Avery, Piper, Kinsley, Rylee"
e26141,2017/09/23,late in the evening,49,Nora
e26142,2017/09/23,in the late afternoon,37,"Claire, Piper, Hazel, Piper"
e26143,2017/09/23,during lunch hours,11,Eva
e26144,2017/09/23,in the morning,9,Lydia
e26151,2017/09/24,late in the evening,53,"Piper, Nora, Avery, Hazel"
e26152,2017/09/24,late in the evening,33,"Rylee, Hazel, Piper, Claire"
e26159,2017/09/25,in the morning,35,"Olivia, Nora, Kinsley"
e26160,2017/09/25,late in the evening,6,"Avery, Nora, Hazel"
e26161,2017/09/25,in the late afternoon,52,"Layla, Nevaeh, Eva, Rylee"
e26162,2017/09/25,in the early evening,35,"Piper, Lydia"
e26169,2017/09/26,in the morning,31,"Nora, Nevaeh, Piper"
e26170,2017/09/26,in the morning,39,"Avery, Nora, Piper"
e26177,2017/09/27,in the late afternoon,47,"Nora, Olivia, Piper"
e26178,2017/09/27,in the late afternoon,11,"Hazel, Avery"
e26184,2017/09/28,in the late afternoon,46,"Claire, Kinsley, Layla"
e26185,2017/09/28,during lunch hours,30,"Hazel, Nora, Piper"
e26186,2017/09/28,late in the evening,19,"Piper, Hazel, Piper"
e26193,2017/09/29,in the morning,29,"Avery, Layla"
e26194,2017/09/29,during lunch hours,45,"Hazel, Lydia, Olivia, Eva"
e26195,2017/09/29,in the late afternoon,23,Layla
e26202,2017/09/30,late in the evening,49,"Rylee, Piper"
e26203,2017/09/30,during lunch hours,30,"Claire, Layla, Lydia, Kinsley"
e26204,2017/09/30,in the early afternoon,13,Lydia
e26205,2017/09/30,in the early afternoon,24,"Olivia, Piper"
e26212,2017/10/01,in the early evening,32,Claire
e26219,2017/10/02,during lunch hours,39,Layla
e26220,2017/10/02,in the early evening,23,"Olivia, Nevaeh"
e26227,2017/10/03,in the late afternoon,44,"Nevaeh, Lydia, Piper, Claire"
e26228,2017/10/03,in the morning,7,"Kinsley, Piper, Piper"
e26229,2017/10/03,in the early afternoon,51,Piper
e26230,2017/10/03,in the early evening,13,"Piper, Layla, Olivia, Lydia"
e26237,2017/10/04,in the early evening,6,"Claire, Piper, Nora, Olivia"
e26238,2017/10/04,late in the evening,28,"Nora, Piper, Rylee, Hazel"
e26239,2017/10/04,in the early evening,35,Piper
e26240,2017/10/04,in the early afternoon,19,Layla
e26247,2017/10/05,in the early afternoon,18,"Lydia, Eva, Rylee"
e26248,2017/10/05,in the morning,24,"Rylee, Avery, Claire"
e26249,2017/10/05,in the morning,24,Piper
e26250,2017/10/05,late in the evening,47,Olivia
e26257,2017/10/06,late in the evening,20,Rylee
e26258,2017/10/06,late in the evening,43,"Claire, Avery, Nora"
e26265,2017/10/07,during lunch hours,52,Avery
e26266,2017/10/07,in the early evening,26,"Hazel, Piper, Layla, Avery"
e26267,2017/10/07,late in the evening,37,"Hazel, Piper"
e26274,2017/10/08,during lunch hours,38,"Piper, Avery, Nora, Piper"
e26275,2017/10/08,in the late afternoon,40,"Claire, Rylee, Eva"
e26276,2017/10/08,in the early evening,26,"Layla, Claire, Rylee"
e26283,2017/10/09,in the early afternoon,54,Rylee
e26284,2017/10/09,in the early afternoon,29,Kinsley
e26285,2017/10/09,in the early afternoon,34,"Nora, Piper, Hazel"
e26292,2017/10/10,late in the evening,11,"Rylee, Layla, Olivia, Kinsley"
e26293,2017/10/10,in the late afternoon,36,Olivia
e26294,2017/10/10,in the early evening,51,"Kinsley, Claire, Layla"
e26295,2017/10/10,in the late afternoon,18,Piper
e26302,2017/10/11,in the early afternoon,23,"Olivia, Piper, Kinsley, Layla"
e26303,2017/10/11,in the late afternoon,32,Lydia
e26304,2017/10/11,late in the evening,51,Claire
e26311,2017/10/12,in the early afternoon,50,"Kinsley, Layla, Nevaeh"
e26312,2017/10/12,late in the evening,30,Nora
e26313,2017/10/12,in the early evening,21,"Hazel, Claire"
e26314,2017/10/12,in the morning,32,"Olivia, Kinsley, Eva, Avery"
e26321,2017/10/13,in the late afternoon,17,Lydia
e26322,2017/10/13,late in the evening,48,"Lydia, Piper, Kinsley, Avery"
e26323,2017/10/13,late in the evening,6,"Rylee, Piper, Kinsley, Nevaeh"
e26324,2017/10/13,during lunch hours,5,"Layla, Nora, Kinsley"
e26330,2017/10/14,in the morning,34,"Hazel, Kinsley, Piper, Olivia"
e26337,2017/10/15,in the early evening,34,"Layla, Rylee"
e26338,2017/10/15,in the early evening,34,"Nora, Nevaeh, Piper, Rylee"
e26339,2017/10/15,in the late afternoon,36,"Eva, Kinsley, Hazel, Rylee"
e26346,2017/10/16,late in the evening,25,Layla
e26347,2017/10/16,in the early afternoon,49,"Nora, Olivia, Nevaeh"
e26353,2017/10/17,in the early evening,26,"Eva, Rylee, Piper, Olivia"
e26354,2017/10/17,in the early afternoon,46,Piper
e26361,2017/10/18,during lunch hours,9,Layla
e26362,2017/10/18,late in the evening,9,"Avery, Eva"
e26363,2017/10/18,late in the evening,41,"Hazel, Piper, Claire, Nora"
e26370,2017/10/19,during lunch hours,41,"Piper, Avery"
e26371,2017/10/19,in the late afternoon,43,"Kinsley, Nora, Piper"
e26378,2017/10/20,in the early afternoon,43,Claire
e26379,2017/10/20,in the early afternoon,43,Nora
e26380,2017/10/20,in the early evening,40,"Kinsley, Piper, Olivia"
e26387,2017/10/21,during lunch hours,11,Kinsley
e26388,2017/10/21,in the early evening,38,Olivia
e26389,2017/10/21,in the early evening,10,Olivia
e26390,2017/10/21,in the early afternoon,24,Hazel
e26397,2017/10/22,in the late afternoon,52,Piper
e26398,2017/10/22,in the early evening,38,"Claire, Olivia, Rylee"
e26399,2017/10/22,in the morning,25,"Avery, Lydia"
e26400,2017/10/22,in the early afternoon,46,"Piper, Olivia, Claire"
e26407,2017/10/23,in the early afternoon,29,"Lydia, Nevaeh, Hazel, Piper"
e26408,2017/10/23,in the late afternoon,35,Piper
e26409,2017/10/23,in the early afternoon,53,Lydia
e26410,2017/10/23,in the early evening,9,"Piper, Kinsley"
e26416,2017/10/24,during lunch hours,5,"Olivia, Rylee"
e26417,2017/10/24,late in the evening,51,Piper
e26418,2017/10/24,in the early evening,52,"Claire, Nora, Hazel, Layla"
e26424,2017/10/25,during lunch hours,51,Piper
e26425,2017/10/25,in the late afternoon,15,"Kinsley, Claire, Nora, Lydia"
e26432,2017/10/26,in the early afternoon,37,"Hazel, Layla, Claire"
e26433,2017/10/26,in the morning,22,Hazel
e26434,2017/10/26,in the early evening,54,"Eva, Rylee"
e26441,2017/10/27,in the late afternoon,23,"Lydia, Olivia, Nora, Eva"
e26442,2017/10/27,in the early evening,9,"Avery, Claire"
e26443,2017/10/27,in the late afternoon,34,"Claire, Avery, Nevaeh, Piper"
e26450,2017/10/28,in the early afternoon,27,"Nevaeh, Piper"
e26451,2017/10/28,in the early afternoon,39,"Hazel, Nevaeh, Piper, Layla"
e26452,2017/10/28,in the morning,53,"Avery, Piper, Olivia"
e26459,2017/10/29,in the early afternoon,37,"Nora, Avery, Eva"
e26460,2017/10/29,in the late afternoon,25,Piper
e26461,2017/10/29,during lunch hours,41,"Nevaeh, Hazel, Eva"
e26468,2017/10/30,late in the evening,28,"Nevaeh, Lydia, Rylee"
e26469,2017/10/30,late in the evening,19,"Avery, Piper"
e26470,2017/10/30,in the morning,18,"Avery, Claire, Rylee"
e26477,2017/10/31,late in the evening,36,"Olivia, Avery"
e26478,2017/10/31,late in the evening,53,Lydia
e26485,2017/11/01,in the morning,22,"Eva, Kinsley, Piper, Lydia"
e26486,2017/11/01,late in the evening,22,Eva
e26487,2017/11/01,in the early evening,12,"Rylee, Kinsley"
e26488,2017/11/01,late in the evening,45,"Olivia, Piper"
e26495,2017/11/02,in the early evening,7,"Avery, Claire"
e26496,2017/11/02,in the early evening,47,"Rylee, Layla, Claire, Nora"
e26497,2017/11/02,during lunch hours,48,"Layla, Piper, Nora"
e26504,2017/11/03,in the late afternoon,19,"Olivia, Hazel, Piper, Eva"
e26505,2017/11/03,late in the evening,54,"Olivia, Layla, Eva"
e26506,2017/11/03,in the early evening,40,Nora
e26513,2017/11/04,in the early afternoon,49,"Lydia, Layla, Avery, Hazel"
e26514,2017/11/04,in the early evening,37,"Kinsley, Eva, Claire, Olivia"
e26521,2017/11/05,during lunch hours,49,Nevaeh
e26522,2017/11/05,in the morning,21,Nora
e26523,2017/11/05,in the early afternoon,40,Olivia
e26530,2017/11/06,in the early afternoon,46,"Olivia, Lydia"
e26537,2017/11/07,in the early afternoon,47,"Olivia, Kinsley"
e26538,2017/11/07,in the morning,54,"Olivia, Nora, Lydia, Hazel"
e26539,2017/11/07,late in the evening,13,"Nevaeh, Lydia, Claire, Kinsley"
e26546,2017/11/08,in the late afternoon,9,"Olivia, Rylee, Claire"
e26547,2017/11/08,in the early afternoon,5,"Lydia, Piper, Rylee, Olivia"
e26548,2017/11/08,in the late afternoon,33,"Hazel, Avery, Claire, Piper"
e26549,2017/11/08,during lunch hours,42,"Claire, Nora"
e26556,2017/11/09,in the early evening,27,Layla
e26557,2017/11/09,late in the evening,55,"Layla, Olivia"
e26558,2017/11/09,late in the evening,31,"Nora, Layla, Eva, Kinsley"
e26565,2017/11/10,late in the evening,13,"Lydia, Hazel, Olivia, Piper"
e26566,2017/11/10,in the late afternoon,9,"Eva, Hazel, Avery, Piper"
e26567,2017/11/10,in the morning,21,"Nora, Hazel, Lydia"
e26568,2017/11/10,in the early evening,28,"Lydia, Eva, Kinsley"
e26574,2017/11/11,in the early afternoon,17,"Nora, Layla, Claire"
e26575,2017/11/11,in the late afternoon,21,"Eva, Claire"
e26576,2017/11/11,in the late afternoon,47,"Layla, Kinsley, Rylee, Nevaeh"
e26583,2017/11/12,in the morning,24,"Piper, Lydia, Claire, Hazel"
e26584,2017/11/12,in the early afternoon,19,"Hazel, Lydia"
e26591,2017/11/13,during lunch hours,18,"Nora, Eva, Olivia"
e26592,2017/11/13,in the early afternoon,50,"Lydia, Olivia"
e26593,2017/11/13,in the late afternoon,6,"Kinsley, Nora"
e26600,2017/11/14,in the early afternoon,37,"Nora, Eva, Kinsley, Avery"
e26601,2017/11/14,in the late afternoon,38,"Layla, Kinsley"
e26602,2017/11/14,late in the evening,16,"Piper, Olivia, Rylee"
e26609,2017/11/15,late in the evening,31,"Hazel, Piper, Nora"
e26610,2017/11/15,in the late afternoon,29,"Nora, Kinsley, Eva"
e26611,2017/11/15,late in the evening,55,Piper
e26618,2017/11/16,late in the evening,35,"Nora, Nevaeh, Avery, Olivia"
e26625,2017/11/17,late in the evening,48,Eva
e26626,2017/11/17,during lunch hours,40,"Rylee, Claire, Kinsley"
e26627,2017/11/17,in the early evening,21,"Lydia, Piper"
e26633,2017/11/18,in the morning,17,"Layla, Claire, Hazel, Piper"
e26634,2017/11/18,in the late afternoon,55,Layla
e26640,2017/11/19,in the late afternoon,12,Nevaeh
e26641,2017/11/19,in the early evening,6,"Nora, Lydia, Piper, Claire"
e26642,2017/11/19,in the late afternoon,5,"Eva, Kinsley"
e26648,2017/11/20,in the early afternoon,48,Nevaeh
e26649,2017/11/20,late in the evening,11,"Eva, Claire, Avery"
e26655,2017/11/21,in the late afternoon,48,"Rylee, Piper, Claire, Piper"
e26656,2017/11/21,in the late afternoon,14,"Claire, Eva, Nevaeh"
e26657,2017/11/21,in the early afternoon,40,"Claire, Piper, Olivia"
e26663,2017/11/22,in the early evening,29,Claire
e26664,2017/11/22,in the early afternoon,24,"Nora, Piper, Lydia"
e26665,2017/11/22,late in the evening,46,"Avery, Eva"
e26672,2017/11/23,during lunch hours,16,Eva
e26673,2017/11/23,late in the evening,22,Rylee
e26674,2017/11/23,in the early evening,49,"Hazel, Rylee, Nora"
e26681,2017/11/24,in the morning,43,"Piper, Eva"
e26682,2017/11/24,in the morning,30,Rylee
e26689,2017/11/25,in the morning,55,Rylee
e26690,2017/11/25,during lunch hours,44,"Olivia, Eva"
e26691,2017/11/25,in the early evening,44,"Rylee, Avery, Olivia"
e26698,2017/11/26,in the morning,29,"Layla, Hazel, Piper, Rylee"
e26699,2017/11/26,in the early afternoon,25,"Rylee, Hazel, Piper, Nevaeh"
e26700,2017/11/26,in the early afternoon,7,"Avery, Lydia"
e26701,2017/11/26,in the late afternoon,12,Kinsley
e26708,2017/11/27,in the early afternoon,14,"Claire, Kinsley"
e26709,2017/11/27,in the early afternoon,23,"Hazel, Rylee, Nora, Lydia"
e26716,2017/11/28,in the late afternoon,21,Claire
e26717,2017/11/28,in the morning,11,"Olivia, Layla"
e26718,2017/11/28,in the late afternoon,10,"Avery, Lydia"
e26725,2017/11/29,late in the evening,29,"Nora, Rylee"
e26726,2017/11/29,in the morning,55,"Piper, Nora, Lydia"
e26727,2017/11/29,late in the evening,16,Lydia
e26734,2017/11/30,late in the evening,6,"Olivia, Rylee, Layla, Kinsley"
e26735,2017/11/30,in the early afternoon,8,"Avery, Nora"
e26736,2017/11/30,late in the evening,26,"Nevaeh, Avery, Layla"
e26743,2017/12/01,during lunch hours,48,"Kinsley, Avery"
e26744,2017/12/01,in the early afternoon,17,Nevaeh
e26745,2017/12/01,late in the evening,54,"Olivia, Piper"
e26752,2017/12/02,during lunch hours,44,"Piper, Piper"
e26753,2017/12/02,in the early evening,25,"Avery, Eva, Piper, Nevaeh"
e26754,2017/12/02,in the early evening,22,"Lydia, Nevaeh, Claire, Hazel"
e26761,2017/12/03,during lunch hours,31,"Avery, Kinsley, Lydia, Eva"
e26762,2017/12/03,in the morning,25,"Piper, Rylee"
e26763,2017/12/03,in the early afternoon,39,"Lydia, Piper, Hazel"
e26770,2017/12/04,in the early evening,34,Nora
e26771,2017/12/04,in the late afternoon,19,Nevaeh
e26778,2017/12/05,during lunch hours,29,Avery
e26779,2017/12/05,in the late afternoon,43,"Hazel, Piper, Nevaeh"
e26780,2017/12/05,in the morning,47,"Piper, Claire, Nevaeh"
e26781,2017/12/05,in the morning,50,"Nora, Avery, Claire"
e26788,2017/12/06,in the early evening,52,Layla
e26789,2017/12/06,in the early evening,53,"Nevaeh, Eva"
e26796,2017/12/07,late in the evening,41,"Piper, Rylee, Nevaeh"
e26797,2017/12/07,in the morning,43,"Nora, Layla"
e26798,2017/12/07,in the early afternoon,44,"Kinsley, Hazel, Eva"
e26805,2017/12/08,during lunch hours,39,"Hazel, Piper, Kinsley"
e26806,2017/12/08,in the early evening,11,"Nora, Rylee, Kinsley"
e26807,2017/12/08,in the early afternoon,46,Layla
e26814,2017/12/09,in the late afternoon,7,"Olivia, Eva"
e26815,2017/12/09,in the late afternoon,41,"Nora, Eva, Layla"
e26816,2017/12/09,late in the evening,18,"Kinsley, Avery, Nora, Lydia"
e26823,2017/12/10,in the early evening,6,"Layla, Eva, Avery, Hazel"
e26824,2017/12/10,in the early evening,10,"Avery, Rylee, Nevaeh"
e26831,2017/12/11,in the early afternoon,17,Hazel
e26832,2017/12/11,in the late afternoon,47,"Olivia, Piper, Rylee"
e26833,2017/12/11,in the morning,15,"Hazel, Avery, Rylee"
e26840,2017/12/12,late in the evening,38,Piper
e26841,2017/12/12,in the early evening,13,"Nora, Olivia"
e26842,2017/12/12,in the morning,21,"Piper, Lydia"
e26849,2017/12/13,in the morning,33,"Piper, Eva, Avery, Nora"
e26856,2017/12/14,in the early evening,42,Rylee
e26857,2017/12/14,late in the evening,51,"Piper, Hazel, Claire, Avery"
e26864,2017/12/15,during lunch hours,9,Piper
e26865,2017/12/15,in the early evening,17,Rylee
e26866,2017/12/15,in the morning,10,Layla
e26873,2017/12/16,in the morning,25,"Kinsley, Layla, Nora, Piper"
e26874,2017/12/16,late in the evening,36,"Kinsley, Piper"
e26881,2017/12/17,during lunch hours,28,"Avery, Piper, Nevaeh, Piper"
e26882,2017/12/17,in the morning,28,"Rylee, Eva, Piper, Nevaeh"
e26889,2017/12/18,in the late afternoon,53,"Avery, Nevaeh, Kinsley"
e26890,2017/12/18,in the early afternoon,18,"Layla, Avery, Piper, Eva"
e26891,2017/12/18,in the morning,39,"Avery, Nevaeh"
e26892,2017/12/18,in the early afternoon,34,"Kinsley, Piper"
e26898,2017/12/19,in the morning,40,Piper
e26899,2017/12/19,in the early evening,43,"Piper, Olivia"
e26900,2017/12/19,late in the evening,40,Claire
e26907,2017/12/20,late in the evening,15,"Layla, Avery"
e26908,2017/12/20,during lunch hours,16,"Piper, Nevaeh, Nora, Lydia"
e26909,2017/12/20,in the early evening,26,"Olivia, Lydia, Piper, Rylee"
e26916,2017/12/21,in the early evening,11,"Piper, Olivia"
e26917,2017/12/21,in the late afternoon,27,"Claire, Avery, Kinsley, Olivia"
e26924,2017/12/22,in the morning,9,Olivia
e26925,2017/12/22,in the early evening,16,"Eva, Piper"
e26926,2017/12/22,in the early evening,42,"Eva, Nora, Olivia, Piper"
e26933,2017/12/23,in the early evening,22,"Piper, Eva"
e26934,2017/12/23,in the late afternoon,30,"Nevaeh, Rylee"
e26941,2017/12/24,in the morning,7,"Layla, Piper"
e26942,2017/12/24,in the late afternoon,27,"Claire, Layla"
e26943,2017/12/24,in the early afternoon,7,"Avery, Olivia, Piper"
e26944,2017/12/24,during lunch hours,15,"Avery, Nevaeh"
e26951,2017/12/25,in the late afternoon,31,"Nevaeh, Lydia, Hazel"
e26952,2017/12/25,in the morning,12,"Avery, Nora, Layla, Piper"
e26953,2017/12/25,during lunch hours,19,"Nevaeh, Rylee, Kinsley"
e26960,2017/12/26,in the late afternoon,17,"Rylee, Hazel"
e26961,2017/12/26,late in the evening,49,Nora
e26968,2017/12/27,in the late afternoon,10,Lydia
e26975,2017/12/28,in the morning,5,"Kinsley, Lydia, Eva"
e26976,2017/12/28,in the early evening,54,Eva
e26977,2017/12/28,in the morning,15,"Avery, Piper, Olivia"
e26983,2017/12/29,during lunch hours,51,"Layla, Eva, Piper"
e26984,2017/12/29,during lunch hours,14,"Nevaeh, Claire"
e26985,2017/12/29,in the early evening,43,"Kinsley, Nora, Eva, Rylee"
e26992,2017/12/30,in the early evening,42,Kinsley
e26993,2017/12/30,late in the evening,34,"Piper, Layla, Hazel"
e26994,2017/12/30,late in the evening,17,"Piper, Nevaeh, Lydia"
e27001,2017/12/31,in the early afternoon,13,"Kinsley, Hazel, Nora, Layla"
e27002,2017/12/31,in the early afternoon,48,"Lydia, Rylee"
e27212,2018/01/01,in the late afternoon,28,"Eva, Piper, Piper, Lydia"
e27213,2018/01/01,during lunch hours,13,"Olivia, Eva"
e27214,2018/01/01,in the late afternoon,26,"Piper, Kinsley"
e27221,2018/01/02,during lunch hours,6,Kinsley
e27222,2018/01/02,in the early afternoon,31,"Olivia, Nora, Eva, Layla"
e27223,2018/01/02,in the early afternoon,27,"Eva, Nora"
e27224,2018/01/02,in the morning,44,"Layla, Lydia"
e27231,2018/01/03,in the early afternoon,36,"Eva, Hazel"
e27232,2018/01/03,during lunch hours,19,"Olivia, Eva, Claire"
e27233,2018/01/03,in the early afternoon,45,"Piper, Avery, Rylee"
e27239,2018/01/04,in the early evening,9,"Nevaeh, Hazel, Eva, Piper"
e27240,2018/01/04,in the early afternoon,17,"Olivia, Nevaeh, Eva, Piper"
e27241,2018/01/04,in the late afternoon,55,"Lydia, Olivia, Kinsley"
e27248,2018/01/05,during lunch hours,23,Avery
e27249,2018/01/05,in the early evening,48,"Avery, Hazel, Eva"
e27250,2018/01/05,in the early evening,55,"Eva, Claire"
e27257,2018/01/06,in the early afternoon,16,"Piper, Olivia, Claire"
e27258,2018/01/06,late in the evening,12,"Piper, Lydia"
e27259,2018/01/06,in the early evening,23,"Hazel, Eva"
e27265,2018/01/07,in the late afternoon,51,"Piper, Piper, Olivia, Claire"
e27266,2018/01/07,late in the evening,26,"Claire, Piper, Eva, Lydia"
e27267,2018/01/07,late in the evening,38,"Nora, Olivia"
e27274,2018/01/08,during lunch hours,50,Lydia
e27275,2018/01/08,in the early evening,53,"Hazel, Rylee, Piper, Olivia"
e27276,2018/01/08,in the early evening,36,"Nora, Lydia, Hazel, Claire"
e27283,2018/01/09,during lunch hours,16,"Hazel, Piper, Eva"
e27284,2018/01/09,in the early afternoon,13,Nevaeh
e27291,2018/01/10,during lunch hours,21,"Piper, Layla, Rylee"
e27292,2018/01/10,in the late afternoon,31,"Claire, Nevaeh"
e27299,2018/01/11,late in the evening,55,"Eva, Hazel"
e27300,2018/01/11,in the late afternoon,53,Hazel
e27301,2018/01/11,in the late afternoon,7,"Piper, Rylee, Kinsley, Lydia"
e27308,2018/01/12,during lunch hours,38,"Nora, Kinsley, Piper"
e27315,2018/01/13,in the late afternoon,41,Nora
e27316,2018/01/13,in the late afternoon,36,Nora
e27317,2018/01/13,in the early afternoon,16,Nora
e27318,2018/01/13,in the morning,8,"Olivia, Nevaeh, Nora"
e27325,2018/01/14,in the early evening,14,"Piper, Lydia, Kinsley, Claire"
e27326,2018/01/14,in the morning,30,Eva
e27333,2018/01/15,late in the evening,17,"Piper, Rylee, Piper, Nevaeh"
e27334,2018/01/15,late in the evening,42,"Nevaeh, Nora, Rylee"
e27335,2018/01/15,late in the evening,34,"Avery, Eva, Piper, Piper"
e27342,2018/01/16,in the late afternoon,23,"Avery, Eva"
e27343,2018/01/16,in the late afternoon,27,Hazel
e27344,2018/01/16,in the early evening,42,"Hazel, Claire"
e27351,2018/01/17,in the early afternoon,35,"Nevaeh, Olivia, Hazel, Claire"
e27352,2018/01/17,in the early evening,40,"Layla, Olivia"
e27353,2018/01/17,in the morning,34,"Nora, Lydia, Layla, Rylee"
e27354,2018/01/17,during lunch hours,12,"Olivia, Piper, Nevaeh"
e27360,2018/01/18,during lunch hours,16,"Eva, Piper, Avery"
e27361,2018/01/18,in the morning,8,"Piper, Nora, Hazel"
e27362,2018/01/18,during lunch hours,37,"Layla, Kinsley"
e27369,2018/01/19,late in the evening,23,"Olivia, Piper, Layla, Lydia"
e27370,2018/01/19,in the late afternoon,50,"Piper, Olivia, Rylee"
e27371,2018/01/19,in the morning,30,"Piper, Olivia, Lydia, Avery"
e27372,2018/01/19,in the early afternoon,33,"Claire, Olivia"
e27379,2018/01/20,during lunch hours,51,Olivia
e27380,2018/01/20,late in the evening,51,"Piper, Claire"
e27381,2018/01/20,in the morning,13,Lydia
e27388,2018/01/21,late in the evening,11,"Avery, Piper, Olivia, Hazel"
e27389,2018/01/21,in the early afternoon,46,"Nora, Kinsley, Lydia, Piper"
e27396,2018/01/22,in the late afternoon,22,"Lydia, Piper, Olivia"
e27397,2018/01/22,in the early afternoon,25,Claire
e27398,2018/01/22,late in the evening,40,Piper
e27399,2018/01/22,in the early evening,52,"Hazel, Avery, Eva, Rylee"
e27406,2018/01/23,in the early afternoon,23,"Piper, Kinsley"
e27407,2018/01/23,in the morning,52,"Hazel, Kinsley"
e27408,2018/01/23,in the early afternoon,29,"Piper, Lydia, Olivia, Eva"
e27415,2018/01/24,in the early evening,9,"Olivia, Nevaeh"
e27416,2018/01/24,during lunch hours,21,Piper
e27417,2018/01/24,in the late afternoon,10,"Lydia, Layla, Claire"
