eid,date,watchtype,howlong
e15378,2014/07/09,a documentary,47
e15387,2014/07/10,a movie,46
e15397,2014/07/11,news,16
e15405,2014/07/12,news,32
e15413,2014/07/13,a movie,9
e15421,2014/07/14,a movie,11
e15430,2014/07/15,a documentary,46
e15439,2014/07/16,a movie,47
e15446,2014/07/17,a movie,9
e15455,2014/07/18,news,55
e15462,2014/07/19,a documentary,31
e15471,2014/07/20,a tv series,18
e15480,2014/07/21,news,50
e15489,2014/07/22,a documentary,19
e15497,2014/07/23,a movie,19
e15505,2014/07/24,a movie,22
e15513,2014/07/25,a documentary,52
e15521,2014/07/26,a movie,52
e15530,2014/07/27,a documentary,42
e15539,2014/07/28,news,28
e15548,2014/07/29,news,28
e15556,2014/07/30,news,7
e15565,2014/07/31,a tv series,22
e15574,2014/08/01,a movie,13
e15583,2014/08/02,a documentary,44
e15591,2014/08/03,a documentary,35
e15599,2014/08/04,a tv series,23
e15608,2014/08/05,news,10
e15617,2014/08/06,a documentary,54
e15626,2014/08/07,a movie,25
e15636,2014/08/08,a tv series,51
e15643,2014/08/09,news,30
e15650,2014/08/10,a tv series,20
e15659,2014/08/11,a movie,37
e15668,2014/08/12,news,11
e15678,2014/08/13,a tv series,47
e15687,2014/08/14,a movie,18
e15695,2014/08/15,news,6
e15703,2014/08/16,a movie,26
e15711,2014/08/17,a movie,47
e15719,2014/08/18,a documentary,34
e15727,2014/08/19,a documentary,55
e15736,2014/08/20,news,14
e15745,2014/08/21,news,54
e15754,2014/08/22,a movie,39
e15762,2014/08/23,a documentary,34
e15772,2014/08/24,news,29
e15782,2014/08/25,a movie,43
e15791,2014/08/26,a tv series,19
e15800,2014/08/27,a tv series,31
e15808,2014/08/28,a documentary,39
e15817,2014/08/29,news,25
e15827,2014/08/30,a movie,31
e15836,2014/08/31,a movie,49
e15844,2014/09/01,news,55
e15852,2014/09/02,a documentary,41
e15861,2014/09/03,a movie,12
e15869,2014/09/04,a documentary,50
e15876,2014/09/05,a movie,44
e15884,2014/09/06,a documentary,26
e15893,2014/09/07,a tv series,47
e15903,2014/09/08,a movie,7
e15911,2014/09/09,a movie,42
e15920,2014/09/10,a documentary,30
e15929,2014/09/11,a tv series,11
e15938,2014/09/12,a movie,34
e15946,2014/09/13,a tv series,12
e15954,2014/09/14,a movie,45
e15964,2014/09/15,a tv series,10
e15973,2014/09/16,a movie,23
e15982,2014/09/17,a movie,21
e15991,2014/09/18,a tv series,27
e16000,2014/09/19,a tv series,45
e16010,2014/09/20,a documentary,13
e16018,2014/09/21,a tv series,12
e16026,2014/09/22,a documentary,27
e16034,2014/09/23,a tv series,39
e16044,2014/09/24,news,41
e16052,2014/09/25,a movie,9
e16062,2014/09/26,a documentary,40
e16070,2014/09/27,a tv series,49
e16079,2014/09/28,a tv series,45
e16088,2014/09/29,a documentary,37
e16097,2014/09/30,a movie,10
e16105,2014/10/01,news,39
e16114,2014/10/02,news,6
e16123,2014/10/03,a documentary,22
e16131,2014/10/04,a tv series,30
e16140,2014/10/05,a documentary,48
e16149,2014/10/06,a documentary,54
e16157,2014/10/07,a tv series,14
e16166,2014/10/08,a documentary,34
e16174,2014/10/09,a tv series,10
e16183,2014/10/10,a movie,49
e16190,2014/10/11,a movie,49
e16198,2014/10/12,a documentary,49
e16206,2014/10/13,news,9
e16215,2014/10/14,news,43
e16222,2014/10/15,news,17
e16231,2014/10/16,news,50
e16240,2014/10/17,a documentary,10
e16249,2014/10/18,news,27
e16258,2014/10/19,news,33
e16267,2014/10/20,a tv series,19
e16276,2014/10/21,news,53
e16284,2014/10/22,a movie,29
e16293,2014/10/23,a movie,51
e16302,2014/10/24,a documentary,53
e16311,2014/10/25,a tv series,29
e16319,2014/10/26,a tv series,55
e16328,2014/10/27,a movie,40
e16338,2014/10/28,a movie,9
e16345,2014/10/29,a tv series,27
e16353,2014/10/30,a movie,40
e16363,2014/10/31,a movie,43
e16372,2014/11/01,a tv series,36
e16380,2014/11/02,a movie,23
e16389,2014/11/03,news,50
e16399,2014/11/04,news,27
e16408,2014/11/05,a documentary,52
e16416,2014/11/06,a documentary,7
e16424,2014/11/07,news,22
e16432,2014/11/08,news,32
e16442,2014/11/09,a documentary,53
e16452,2014/11/10,a tv series,26
e16461,2014/11/11,a tv series,21
e16469,2014/11/12,a documentary,17
e16477,2014/11/13,a movie,36
e16486,2014/11/14,a documentary,16
e16495,2014/11/15,a documentary,29
e16504,2014/11/16,a documentary,26
e16512,2014/11/17,a movie,27
e16520,2014/11/18,a documentary,40
e16527,2014/11/19,a documentary,42
e16535,2014/11/20,a movie,26
e16543,2014/11/21,a movie,52
e16551,2014/11/22,a movie,15
e16559,2014/11/23,news,31
e16568,2014/11/24,a documentary,40
e16578,2014/11/25,a documentary,46
e16586,2014/11/26,a documentary,11
e16595,2014/11/27,a movie,54
e16604,2014/11/28,news,21
e16612,2014/11/29,a documentary,31
e16622,2014/11/30,a documentary,26
e16630,2014/12/01,news,43
e16638,2014/12/02,a movie,34
e16646,2014/12/03,a movie,36
e16656,2014/12/04,news,28
e16664,2014/12/05,a movie,48
e16672,2014/12/06,a documentary,10
e16681,2014/12/07,a tv series,6
e16689,2014/12/08,a movie,11
e16697,2014/12/09,a tv series,52
e16706,2014/12/10,a tv series,18
e16716,2014/12/11,a tv series,22
e16725,2014/12/12,a documentary,53
e16733,2014/12/13,a documentary,7
e16742,2014/12/14,news,30
e16751,2014/12/15,a tv series,7
e16760,2014/12/16,a movie,31
e16769,2014/12/17,a movie,46
e16777,2014/12/18,a tv series,40
e16786,2014/12/19,news,52
e16796,2014/12/20,a documentary,16
e16806,2014/12/21,a tv series,34
e16814,2014/12/22,news,11
e16821,2014/12/23,a movie,21
e16831,2014/12/24,a tv series,21
e16840,2014/12/25,a documentary,55
e16848,2014/12/26,a tv series,40
e16857,2014/12/27,a documentary,54
e16864,2014/12/28,a tv series,35
e16872,2014/12/29,a documentary,9
e16880,2014/12/30,a tv series,49
e16889,2014/12/31,news,45
e17094,2015/01/01,news,6
e17100,2015/01/02,news,50
e17107,2015/01/03,a documentary,53
e17116,2015/01/04,a tv series,28
e17125,2015/01/05,a tv series,38
e17134,2015/01/06,news,10
e17143,2015/01/07,a documentary,32
e17152,2015/01/08,news,46
e17160,2015/01/09,a documentary,29
e17169,2015/01/10,a tv series,52
e17177,2015/01/11,a movie,26
e17186,2015/01/12,a documentary,25
e17195,2015/01/13,a movie,38
e17204,2015/01/14,news,11
e17211,2015/01/15,a documentary,38
e17219,2015/01/16,a documentary,16
e17227,2015/01/17,news,27
e17235,2015/01/18,news,39
e17243,2015/01/19,a movie,16
e17251,2015/01/20,a documentary,41
e17258,2015/01/21,a documentary,7
e17265,2015/01/22,a tv series,7
e17273,2015/01/23,a tv series,54
e17281,2015/01/24,a tv series,40
e17290,2015/01/25,a movie,9
e17298,2015/01/26,news,44
e17306,2015/01/27,a movie,35
e17315,2015/01/28,a movie,28
e17323,2015/01/29,news,9
e17332,2015/01/30,a movie,32
e17342,2015/01/31,a documentary,8
e17351,2015/02/01,a tv series,41
e17360,2015/02/02,a movie,43
e17368,2015/02/03,a documentary,51
e17377,2015/02/04,a movie,35
e17385,2015/02/05,news,32
e17395,2015/02/06,a movie,12
e17403,2015/02/07,a documentary,15
e17411,2015/02/08,a tv series,12
e17421,2015/02/09,news,45
e17429,2015/02/10,a tv series,22
e17438,2015/02/11,a documentary,48
e17445,2015/02/12,a tv series,6
e17454,2015/02/13,a tv series,32
e17463,2015/02/14,a movie,55
e17471,2015/02/15,a tv series,19
e17479,2015/02/16,news,52
e17487,2015/02/17,news,16
e17495,2015/02/18,a tv series,32
e17504,2015/02/19,a tv series,33
e17514,2015/02/20,news,18
e17523,2015/02/21,a tv series,6
e17532,2015/02/22,news,21
e17540,2015/02/23,a documentary,27
e17549,2015/02/24,a tv series,41
e17558,2015/02/25,a documentary,50
e17568,2015/02/26,a documentary,37
e17577,2015/02/27,news,17
e17586,2015/02/28,news,38
e17596,2015/03/01,a movie,35
e17604,2015/03/02,news,36
e17613,2015/03/03,news,13
e17622,2015/03/04,a movie,33
e17631,2015/03/05,a tv series,53
e17639,2015/03/06,news,39
e17648,2015/03/07,news,48
e17657,2015/03/08,a movie,41
e17666,2015/03/09,a movie,10
e17675,2015/03/10,a documentary,54
e17683,2015/03/11,a tv series,50
e17692,2015/03/12,a tv series,10
e17701,2015/03/13,news,33
e17710,2015/03/14,news,36
e17717,2015/03/15,a movie,10
e17727,2015/03/16,a documentary,28
e17737,2015/03/17,news,28
e17745,2015/03/18,a documentary,10
e17755,2015/03/19,a documentary,11
e17763,2015/03/20,news,35
e17773,2015/03/21,a tv series,16
e17783,2015/03/22,a movie,17
e17792,2015/03/23,a movie,17
e17802,2015/03/24,a movie,37
e17810,2015/03/25,a documentary,53
e17817,2015/03/26,a tv series,6
e17826,2015/03/27,a movie,19
e17835,2015/03/28,a movie,39
e17842,2015/03/29,a movie,51
e17849,2015/03/30,news,9
e17858,2015/03/31,a movie,41
e17866,2015/04/01,a documentary,34
e17875,2015/04/02,a movie,36
e17883,2015/04/03,a tv series,42
e17892,2015/04/04,a documentary,15
e17900,2015/04/05,news,35
e17908,2015/04/06,a movie,21
e17917,2015/04/07,a documentary,12
e17926,2015/04/08,a documentary,9
e17935,2015/04/09,a documentary,36
e17944,2015/04/10,a tv series,15
e17953,2015/04/11,a tv series,22
e17961,2015/04/12,news,39
e17970,2015/04/13,a movie,44
e17979,2015/04/14,a documentary,9
e17987,2015/04/15,a movie,19
e17995,2015/04/16,a tv series,35
e18005,2015/04/17,a tv series,29
e18015,2015/04/18,a tv series,46
e18024,2015/04/19,a documentary,51
e18033,2015/04/20,a tv series,19
e18039,2015/04/21,news,17
e18047,2015/04/22,a tv series,26
e18056,2015/04/23,a movie,32
e18064,2015/04/24,a tv series,43
e18073,2015/04/25,a documentary,55
e18082,2015/04/26,a documentary,22
e18089,2015/04/27,a documentary,38
e18098,2015/04/28,a documentary,14
e18107,2015/04/29,a documentary,50
e18116,2015/04/30,a tv series,41
e18125,2015/05/01,a movie,27
e18134,2015/05/02,a tv series,33
e18143,2015/05/03,a tv series,31
e18150,2015/05/04,a movie,23
e18159,2015/05/05,news,55
e18168,2015/05/06,a movie,49
e18178,2015/05/07,a documentary,38
e18186,2015/05/08,news,29
e18195,2015/05/09,a tv series,37
e18203,2015/05/10,a documentary,31
e18212,2015/05/11,news,40
e18220,2015/05/12,news,37
e18228,2015/05/13,a movie,17
e18237,2015/05/14,a documentary,17
e18245,2015/05/15,a documentary,43
e18254,2015/05/16,a tv series,7
e18262,2015/05/17,a documentary,42
e18271,2015/05/18,news,11
e18280,2015/05/19,a movie,7
e18289,2015/05/20,a movie,25
e18299,2015/05/21,a movie,10
e18308,2015/05/22,a documentary,10
e18318,2015/05/23,news,52
e18326,2015/05/24,a movie,40
e18333,2015/05/25,a tv series,45
e18342,2015/05/26,news,20
e18351,2015/05/27,a documentary,37
e18360,2015/05/28,a tv series,5
e18370,2015/05/29,a tv series,17
e18380,2015/05/30,a movie,46
e18389,2015/05/31,news,47
e18397,2015/06/01,news,34
e18407,2015/06/02,news,19
e18415,2015/06/03,news,40
e18422,2015/06/04,a documentary,37
e18432,2015/06/05,a documentary,12
e18441,2015/06/06,a documentary,45
e18450,2015/06/07,a documentary,45
e18457,2015/06/08,a movie,36
e18464,2015/06/09,a tv series,54
e18473,2015/06/10,a tv series,9
e18482,2015/06/11,news,20
e18491,2015/06/12,a tv series,24
e18499,2015/06/13,news,47
e18507,2015/06/14,a documentary,45
e18516,2015/06/15,a movie,12
e18523,2015/06/16,news,24
e18532,2015/06/17,news,9
e18539,2015/06/18,news,9
e18548,2015/06/19,news,47
e18556,2015/06/20,a documentary,19
e18565,2015/06/21,a movie,30
e18575,2015/06/22,a tv series,35
e18581,2015/06/23,a tv series,11
e18591,2015/06/24,a documentary,54
e18600,2015/06/25,a tv series,42
e18608,2015/06/26,a movie,14
e18617,2015/06/27,news,48
e18626,2015/06/28,a movie,17
e18635,2015/06/29,a tv series,38
e18644,2015/06/30,a documentary,53
e18653,2015/07/01,news,18
e18663,2015/07/02,a documentary,23
e18672,2015/07/03,a documentary,33
e18680,2015/07/04,a movie,24
e18688,2015/07/05,a movie,43
e18698,2015/07/06,a documentary,45
e18706,2015/07/07,a movie,6
e18715,2015/07/08,news,26
e18724,2015/07/09,a movie,6
e18731,2015/07/10,a tv series,33
e18741,2015/07/11,a movie,47
e18751,2015/07/12,a movie,40
e18759,2015/07/13,a tv series,39
e18768,2015/07/14,a documentary,44
e18777,2015/07/15,a tv series,52
e18784,2015/07/16,a movie,8
e18792,2015/07/17,news,52
e18799,2015/07/18,news,23
e18808,2015/07/19,a documentary,46
e18816,2015/07/20,a movie,33
e18825,2015/07/21,a documentary,30
e18834,2015/07/22,a tv series,30
e18843,2015/07/23,a documentary,30
e18853,2015/07/24,a movie,37
e18860,2015/07/25,a documentary,9
e18869,2015/07/26,news,39
e18876,2015/07/27,a movie,17
e18886,2015/07/28,news,39
e18894,2015/07/29,a documentary,38
e18903,2015/07/30,a movie,31
e18910,2015/07/31,a documentary,55
e18918,2015/08/01,a tv series,31
e18926,2015/08/02,a movie,32
e18936,2015/08/03,a documentary,46
e18945,2015/08/04,a tv series,17
e18955,2015/08/05,a tv series,34
e18962,2015/08/06,a tv series,52
e18971,2015/08/07,a documentary,39
e18979,2015/08/08,a movie,54
e18986,2015/08/09,a documentary,48
e18994,2015/08/10,a documentary,29
e19002,2015/08/11,news,45
e19011,2015/08/12,news,32
e19019,2015/08/13,a tv series,15
e19028,2015/08/14,news,15
e19036,2015/08/15,news,28
e19044,2015/08/16,a documentary,23
e19054,2015/08/17,a documentary,35
e19063,2015/08/18,a movie,15
e19072,2015/08/19,a documentary,20
e19080,2015/08/20,a documentary,35
e19088,2015/08/21,a movie,55
e19097,2015/08/22,a tv series,15
e19105,2015/08/23,a tv series,44
e19114,2015/08/24,a tv series,14
e19122,2015/08/25,a tv series,40
e19132,2015/08/26,news,23
e19140,2015/08/27,a tv series,34
e19149,2015/08/28,a tv series,19
e19157,2015/08/29,news,35
e19166,2015/08/30,a tv series,38
e19176,2015/08/31,a tv series,43
e19185,2015/09/01,a tv series,18
e19193,2015/09/02,a movie,18
e19202,2015/09/03,news,20
e19211,2015/09/04,a tv series,31
e19221,2015/09/05,news,42
e19231,2015/09/06,a movie,31
e19240,2015/09/07,a movie,32
e19248,2015/09/08,a movie,15
e19256,2015/09/09,a movie,18
e19265,2015/09/10,a documentary,25
e19274,2015/09/11,a documentary,11
e19282,2015/09/12,a movie,48
e19290,2015/09/13,a tv series,55
e19299,2015/09/14,news,6
e19308,2015/09/15,a documentary,26
e19315,2015/09/16,a documentary,12
e19325,2015/09/17,a documentary,13
e19335,2015/09/18,news,55
e19344,2015/09/19,a movie,28
e19354,2015/09/20,news,45
e19363,2015/09/21,a movie,18
e19373,2015/09/22,a movie,46
e19382,2015/09/23,a documentary,6
e19390,2015/09/24,a documentary,20
e19397,2015/09/25,a tv series,16
e19405,2015/09/26,news,21
e19413,2015/09/27,news,41
e19421,2015/09/28,a documentary,51
e19431,2015/09/29,news,53
e19440,2015/09/30,a documentary,14
e19448,2015/10/01,a movie,7
e19457,2015/10/02,news,24
e19466,2015/10/03,a tv series,17
e19475,2015/10/04,a tv series,15
e19484,2015/10/05,a movie,24
e19494,2015/10/06,a movie,36
e19503,2015/10/07,a tv series,5
e19512,2015/10/08,a documentary,28
e19521,2015/10/09,a movie,24
e19530,2015/10/10,news,38
e19538,2015/10/11,a tv series,27
e19547,2015/10/12,a tv series,53
e19555,2015/10/13,news,38
e19565,2015/10/14,a movie,38
e19575,2015/10/15,a movie,40
e19583,2015/10/16,a documentary,38
e19592,2015/10/17,news,7
e19600,2015/10/18,a movie,8
e19609,2015/10/19,a movie,16
e19617,2015/10/20,news,47
e19626,2015/10/21,a movie,19
e19635,2015/10/22,news,19
e19644,2015/10/23,a movie,40
e19654,2015/10/24,a documentary,49
e19664,2015/10/25,a documentary,25
e19674,2015/10/26,a tv series,43
e19683,2015/10/27,news,35
e19691,2015/10/28,a tv series,49
e19699,2015/10/29,a movie,42
e19709,2015/10/30,a movie,9
e19719,2015/10/31,a tv series,20
e19727,2015/11/01,a movie,47
e19735,2015/11/02,a movie,39
e19743,2015/11/03,news,50
e19752,2015/11/04,a documentary,30
e19762,2015/11/05,a movie,5
e19770,2015/11/06,a movie,13
e19780,2015/11/07,a movie,5
e19790,2015/11/08,a tv series,15
e19797,2015/11/09,a documentary,10
e19805,2015/11/10,news,14
e19813,2015/11/11,a movie,33
e19822,2015/11/12,a movie,20
e19830,2015/11/13,a documentary,27
e19838,2015/11/14,news,45
e19846,2015/11/15,news,24
e19853,2015/11/16,a tv series,32
e19862,2015/11/17,news,20
e19870,2015/11/18,news,9
e19878,2015/11/19,a tv series,25
e19888,2015/11/20,news,52
e19897,2015/11/21,a documentary,10
e19906,2015/11/22,a tv series,18
e19915,2015/11/23,news,7
e19924,2015/11/24,a movie,27
e19932,2015/11/25,a tv series,21
e19941,2015/11/26,a documentary,7
e19950,2015/11/27,a tv series,20
e19959,2015/11/28,a movie,29
e19967,2015/11/29,a documentary,13
e19976,2015/11/30,a documentary,13
e19985,2015/12/01,a documentary,16
e19993,2015/12/02,a movie,50
e20001,2015/12/03,news,37
e20008,2015/12/04,a tv series,37
e20015,2015/12/05,news,40
e20023,2015/12/06,a tv series,38
e20032,2015/12/07,a tv series,12
e20041,2015/12/08,news,27
e20049,2015/12/09,a tv series,28
e20058,2015/12/10,a documentary,40
e20066,2015/12/11,a documentary,45
e20076,2015/12/12,news,47
e20085,2015/12/13,a documentary,6
e20093,2015/12/14,a documentary,6
e20100,2015/12/15,news,9
e20108,2015/12/16,a movie,35
e20115,2015/12/17,news,43
e20124,2015/12/18,a movie,25
e20133,2015/12/19,a movie,34
e20143,2015/12/20,a tv series,21
e20153,2015/12/21,a movie,15
e20162,2015/12/22,a movie,52
e20171,2015/12/23,news,16
e20179,2015/12/24,a tv series,20
e20189,2015/12/25,a movie,32
e20198,2015/12/26,news,41
e20206,2015/12/27,a movie,43
e20215,2015/12/28,a movie,34
e20224,2015/12/29,a movie,39
e20233,2015/12/30,a documentary,25
e20241,2015/12/31,a tv series,30
e20439,2016/01/01,news,10
e20449,2016/01/02,a tv series,19
e20457,2016/01/03,a tv series,20
e20465,2016/01/04,a documentary,22
e20475,2016/01/05,news,27
e20483,2016/01/06,a documentary,19
e20492,2016/01/07,a movie,32
e20499,2016/01/08,a movie,46
e20508,2016/01/09,a tv series,6
e20516,2016/01/10,a tv series,11
e20525,2016/01/11,a tv series,10
e20535,2016/01/12,a movie,53
e20543,2016/01/13,news,40
e20551,2016/01/14,news,8
e20561,2016/01/15,a tv series,34
e20571,2016/01/16,a tv series,41
e20580,2016/01/17,news,10
e20590,2016/01/18,a tv series,37
e20600,2016/01/19,a documentary,45
e20609,2016/01/20,a documentary,9
e20618,2016/01/21,a tv series,10
e20626,2016/01/22,a tv series,31
e20636,2016/01/23,a tv series,17
e20644,2016/01/24,a documentary,16
e20652,2016/01/25,a documentary,35
e20661,2016/01/26,a tv series,8
e20671,2016/01/27,a documentary,42
e20680,2016/01/28,a tv series,49
e20689,2016/01/29,a documentary,34
e20697,2016/01/30,a tv series,53
e20705,2016/01/31,a tv series,22
e20715,2016/02/01,a movie,45
e20724,2016/02/02,a documentary,39
e20733,2016/02/03,news,15
e20741,2016/02/04,a documentary,26
e20750,2016/02/05,a documentary,49
e20759,2016/02/06,a movie,34
e20768,2016/02/07,a documentary,9
e20776,2016/02/08,a documentary,33
e20786,2016/02/09,a movie,16
e20793,2016/02/10,a tv series,14
e20803,2016/02/11,a movie,6
e20813,2016/02/12,a movie,11
e20821,2016/02/13,a tv series,28
e20830,2016/02/14,a movie,17
e20838,2016/02/15,a movie,29
e20847,2016/02/16,news,24
e20856,2016/02/17,a documentary,36
e20864,2016/02/18,a tv series,10
e20872,2016/02/19,a movie,7
e20882,2016/02/20,news,54
e20890,2016/02/21,a tv series,26
e20898,2016/02/22,a documentary,16
e20905,2016/02/23,a tv series,52
e20913,2016/02/24,a documentary,33
e20921,2016/02/25,a documentary,14
e20929,2016/02/26,a documentary,35
e20938,2016/02/27,a documentary,53
e20946,2016/02/28,news,20
e20954,2016/02/29,a movie,36
e20963,2016/03/01,a documentary,52
e20972,2016/03/02,news,54
e20979,2016/03/03,a movie,54
e20987,2016/03/04,news,8
e20994,2016/03/05,a documentary,32
e21004,2016/03/06,a tv series,31
e21013,2016/03/07,news,49
e21021,2016/03/08,news,42
e21029,2016/03/09,a tv series,13
e21038,2016/03/10,news,5
e21046,2016/03/11,news,31
e21053,2016/03/12,a documentary,22
e21062,2016/03/13,news,45
e21072,2016/03/14,a movie,51
e21080,2016/03/15,news,30
e21087,2016/03/16,a documentary,6
e21096,2016/03/17,a tv series,45
e21106,2016/03/18,a documentary,35
e21115,2016/03/19,a movie,21
e21124,2016/03/20,a documentary,9
e21133,2016/03/21,news,54
e21143,2016/03/22,a documentary,54
e21152,2016/03/23,a movie,31
e21162,2016/03/24,a movie,8
e21171,2016/03/25,a tv series,43
e21178,2016/03/26,a tv series,43
e21186,2016/03/27,a movie,50
e21194,2016/03/28,a documentary,23
e21202,2016/03/29,news,13
e21209,2016/03/30,a movie,14
e21217,2016/03/31,a tv series,6
e21225,2016/04/01,a movie,7
e21234,2016/04/02,a tv series,12
e21241,2016/04/03,news,48
e21249,2016/04/04,a documentary,22
e21258,2016/04/05,a tv series,15
e21268,2016/04/06,news,12
e21277,2016/04/07,a documentary,27
e21286,2016/04/08,news,41
e21295,2016/04/09,a tv series,16
e21304,2016/04/10,news,40
e21313,2016/04/11,a documentary,26
e21323,2016/04/12,a documentary,5
e21331,2016/04/13,news,31
e21340,2016/04/14,a tv series,54
e21349,2016/04/15,news,35
e21359,2016/04/16,a documentary,47
e21368,2016/04/17,news,10
e21377,2016/04/18,a documentary,41
e21387,2016/04/19,a documentary,5
e21395,2016/04/20,a documentary,7
e21404,2016/04/21,a movie,16
e21413,2016/04/22,news,42
e21423,2016/04/23,news,7
e21431,2016/04/24,a tv series,10
e21440,2016/04/25,a tv series,36
e21448,2016/04/26,news,31
e21456,2016/04/27,news,46
e21464,2016/04/28,a tv series,50
e21472,2016/04/29,a movie,34
e21480,2016/04/30,a movie,12
e21488,2016/05/01,a tv series,53
e21498,2016/05/02,a documentary,30
e21507,2016/05/03,a movie,27
e21516,2016/05/04,news,48
e21525,2016/05/05,a movie,25
e21534,2016/05/06,a movie,27
e21544,2016/05/07,a documentary,14
e21553,2016/05/08,a documentary,43
e21560,2016/05/09,a movie,52
e21570,2016/05/10,a documentary,7
e21579,2016/05/11,a movie,28
e21587,2016/05/12,a movie,13
e21597,2016/05/13,a movie,36
e21605,2016/05/14,a documentary,7
e21612,2016/05/15,news,18
e21621,2016/05/16,a documentary,41
e21630,2016/05/17,a tv series,5
e21639,2016/05/18,a tv series,51
e21647,2016/05/19,a tv series,30
e21656,2016/05/20,news,54
e21665,2016/05/21,a movie,24
e21674,2016/05/22,a documentary,16
e21683,2016/05/23,a documentary,14
e21691,2016/05/24,a movie,37
e21700,2016/05/25,a documentary,54
e21708,2016/05/26,news,16
e21716,2016/05/27,a documentary,52
e21725,2016/05/28,a movie,52
e21733,2016/05/29,a documentary,42
e21740,2016/05/30,a documentary,10
e21747,2016/05/31,a documentary,25
e21757,2016/06/01,a documentary,22
e21765,2016/06/02,a movie,9
e21774,2016/06/03,a documentary,43
e21784,2016/06/04,news,5
e21793,2016/06/05,a movie,51
e21801,2016/06/06,a tv series,17
e21810,2016/06/07,a tv series,53
e21818,2016/06/08,a movie,21
e21826,2016/06/09,a movie,9
e21836,2016/06/10,a movie,12
e21844,2016/06/11,news,26
e21854,2016/06/12,a tv series,35
e21863,2016/06/13,news,52
e21870,2016/06/14,a documentary,14
e21877,2016/06/15,a documentary,50
e21886,2016/06/16,news,37
e21895,2016/06/17,a documentary,42
e21905,2016/06/18,a movie,53
e21913,2016/06/19,a tv series,15
e21921,2016/06/20,news,33
e21929,2016/06/21,a movie,18
e21937,2016/06/22,a tv series,32
e21947,2016/06/23,a movie,49
e21956,2016/06/24,a documentary,23
e21965,2016/06/25,a documentary,20
e21975,2016/06/26,a tv series,27
e21984,2016/06/27,news,44
e21993,2016/06/28,a movie,48
e22000,2016/06/29,news,6
e22009,2016/06/30,news,5
e22019,2016/07/01,a documentary,52
e22027,2016/07/02,a tv series,9
e22036,2016/07/03,a tv series,7
e22043,2016/07/04,a movie,40
e22052,2016/07/05,a movie,14
e22062,2016/07/06,a movie,9
e22071,2016/07/07,a movie,10
e22079,2016/07/08,news,11
e22088,2016/07/09,news,45
e22098,2016/07/10,a movie,55
e22106,2016/07/11,a tv series,30
e22114,2016/07/12,a movie,46
e22123,2016/07/13,a documentary,27
e22131,2016/07/14,a tv series,54
e22140,2016/07/15,a movie,24
e22149,2016/07/16,a tv series,47
e22157,2016/07/17,a movie,52
e22165,2016/07/18,a documentary,13
e22174,2016/07/19,news,40
e22182,2016/07/20,a movie,28
e22188,2016/07/21,news,40
e22197,2016/07/22,a movie,37
e22206,2016/07/23,a movie,45
e22216,2016/07/24,a documentary,50
e22226,2016/07/25,a movie,43
e22234,2016/07/26,a documentary,44
e22243,2016/07/27,a movie,20
e22252,2016/07/28,a tv series,45
e22258,2016/07/29,a movie,24
e22266,2016/07/30,a documentary,38
e22276,2016/07/31,news,29
e22284,2016/08/01,a documentary,37
e22292,2016/08/02,a movie,38
e22300,2016/08/03,a documentary,10
e22308,2016/08/04,news,25
e22316,2016/08/05,news,26
e22326,2016/08/06,a movie,7
e22334,2016/08/07,a documentary,12
e22343,2016/08/08,a documentary,46
e22351,2016/08/09,a movie,53
e22360,2016/08/10,a movie,40
e22367,2016/08/11,news,11
e22376,2016/08/12,a movie,9
e22385,2016/08/13,news,28
e22393,2016/08/14,a documentary,26
e22402,2016/08/15,news,45
e22411,2016/08/16,a movie,47
e22421,2016/08/17,news,22
e22430,2016/08/18,news,55
e22439,2016/08/19,a movie,47
e22447,2016/08/20,a movie,33
e22456,2016/08/21,news,28
e22466,2016/08/22,a movie,7
e22473,2016/08/23,news,23
e22482,2016/08/24,a movie,15
e22491,2016/08/25,a tv series,48
e22497,2016/08/26,a documentary,55
e22505,2016/08/27,a tv series,21
e22514,2016/08/28,news,27
e22522,2016/08/29,a movie,6
e22531,2016/08/30,a documentary,19
e22540,2016/08/31,a movie,17
e22548,2016/09/01,a tv series,36
e22557,2016/09/02,news,21
e22566,2016/09/03,a documentary,11
e22575,2016/09/04,a movie,33
e22585,2016/09/05,a documentary,38
e22594,2016/09/06,a movie,33
e22602,2016/09/07,a tv series,14
e22612,2016/09/08,a tv series,9
e22621,2016/09/09,a tv series,6
e22630,2016/09/10,a tv series,28
e22640,2016/09/11,a documentary,17
e22649,2016/09/12,news,11
e22658,2016/09/13,news,22
e22666,2016/09/14,news,14
e22674,2016/09/15,a tv series,22
e22684,2016/09/16,a movie,24
e22691,2016/09/17,a movie,46
e22700,2016/09/18,a documentary,34
e22709,2016/09/19,a tv series,29
e22719,2016/09/20,a tv series,36
e22727,2016/09/21,a movie,28
e22736,2016/09/22,news,30
e22743,2016/09/23,a documentary,21
e22751,2016/09/24,a movie,31
e22760,2016/09/25,a movie,42
e22769,2016/09/26,a movie,21
e22777,2016/09/27,a movie,18
e22786,2016/09/28,a tv series,23
e22795,2016/09/29,news,44
e22804,2016/09/30,a documentary,21
e22813,2016/10/01,a tv series,34
e22822,2016/10/02,a tv series,38
e22830,2016/10/03,a movie,44
e22840,2016/10/04,news,31
e22848,2016/10/05,a tv series,36
e22858,2016/10/06,a documentary,47
