eid,date,readtype,howlong
e14897,2019/11/02,a book,50
e14907,2019/11/05,a book,15
e14914,2019/11/07,social media,55
e14917,2019/11/08,a book,31
e14919,2019/11/09,social media,28
e14924,2019/11/10,social media,27
e14934,2019/11/13,a book,38
e14937,2019/11/14,a book,50
e14942,2019/11/15,a book,16
e14951,2019/11/18,news,6
e14967,2019/11/23,a book,34
e14976,2019/11/25,social media,5
e14980,2019/11/26,news,26
e14984,2019/11/27,social media,11
e15001,2019/12/02,news,13
e15004,2019/12/03,social media,27
e15013,2019/12/05,news,34
e15022,2019/12/07,social media,11
e15027,2019/12/08,social media,22
e15029,2019/12/09,social media,15
e15039,2019/12/12,news,54
e15052,2019/12/15,social media,14
e15056,2019/12/16,a book,51
e15059,2019/12/17,news,6
e15061,2019/12/18,news,41
e15065,2019/12/19,a book,44
e15069,2019/12/20,news,5
e15076,2019/12/22,a book,45
e15081,2019/12/23,news,50
e15094,2019/12/26,a book,52
e15110,2019/12/30,news,55
e15247,2020/01/01,news,21
e15251,2020/01/02,news,28
e15258,2020/01/04,social media,21
e15266,2020/01/06,social media,50
e15270,2020/01/07,social media,13
e15273,2020/01/08,a book,44
e15278,2020/01/09,social media,11
e15279,2020/01/10,a book,24
e15298,2020/01/15,a book,23
e15299,2020/01/16,news,21
e15303,2020/01/17,news,15
e15309,2020/01/19,a book,19
e15322,2020/01/22,news,24
e15328,2020/01/23,a book,8
e15352,2020/01/30,a book,33
e15368,2020/02/03,a book,38
e15376,2020/02/05,news,50
e15383,2020/02/08,social media,41
e15394,2020/02/10,social media,50
e15404,2020/02/13,news,27
e15408,2020/02/14,news,27
e15410,2020/02/15,social media,21
e15416,2020/02/17,social media,8
e15420,2020/02/18,a book,36
e15427,2020/02/20,news,26
e15433,2020/02/22,social media,17
e15441,2020/02/24,a book,15
e15446,2020/02/25,a book,23
e15451,2020/02/26,social media,47
e15457,2020/02/28,a book,32
e15462,2020/02/29,a book,6
e15471,2020/03/02,a book,43
e15479,2020/03/04,social media,35
e15483,2020/03/05,news,27
e15500,2020/03/09,a book,52
e15507,2020/03/11,social media,51
e15509,2020/03/12,a book,40
e15516,2020/03/14,a book,38
e15522,2020/03/16,social media,42
e15528,2020/03/17,news,24
e15533,2020/03/18,social media,42
e15544,2020/03/20,social media,20
e15550,2020/03/21,a book,40
e15556,2020/03/22,social media,34
e15561,2020/03/24,social media,21
e15566,2020/03/25,news,15
e15570,2020/03/26,a book,55
e15575,2020/03/27,a book,50
e15582,2020/03/29,news,55
e15600,2020/04/03,news,54
e15607,2020/04/04,a book,42
e15626,2020/04/11,social media,20
e15633,2020/04/12,a book,12
e15639,2020/04/14,a book,52
e15644,2020/04/16,news,13
e15648,2020/04/17,a book,39
e15665,2020/04/23,a book,35
e15677,2020/04/25,a book,43
e15703,2020/05/03,news,52
e15707,2020/05/04,a book,16
e15715,2020/05/06,a book,24
e15724,2020/05/08,social media,34
e15735,2020/05/11,news,23
e15760,2020/05/18,social media,21
e15765,2020/05/20,social media,41
e15777,2020/05/23,a book,29
e15799,2020/05/30,news,39
e15802,2020/05/31,social media,44
e15809,2020/06/02,social media,14
e15819,2020/06/05,news,18
e15857,2020/06/16,a book,27
e15862,2020/06/18,social media,26
e15869,2020/06/19,a book,23
e15875,2020/06/20,a book,36
e15887,2020/06/24,a book,36
e15896,2020/06/26,social media,30
e15906,2020/06/29,social media,51
e15912,2020/07/01,a book,18
e15917,2020/07/02,a book,29
e15927,2020/07/05,news,12
e15933,2020/07/06,social media,15
e15937,2020/07/07,social media,11
e15945,2020/07/10,a book,44
e15948,2020/07/11,a book,19
e15953,2020/07/12,news,28
e15962,2020/07/14,social media,36
e15969,2020/07/15,a book,44
e15980,2020/07/18,news,34
e15992,2020/07/21,news,27
e16000,2020/07/24,a book,21
e16009,2020/07/26,news,15
e16014,2020/07/27,social media,7
e16020,2020/07/28,social media,32
e16025,2020/07/29,news,11
e16039,2020/08/02,social media,41
e16045,2020/08/04,news,47
e16050,2020/08/05,social media,16
e16053,2020/08/06,a book,5
e16059,2020/08/07,social media,7
e16062,2020/08/08,social media,7
e16073,2020/08/11,a book,14
e16081,2020/08/13,a book,18
e16084,2020/08/14,news,46
e16089,2020/08/15,a book,46
e16097,2020/08/17,a book,38
e16110,2020/08/21,a book,47
e16117,2020/08/23,news,17
e16123,2020/08/25,social media,7
e16140,2020/08/30,a book,20
e16153,2020/09/02,social media,45
e16159,2020/09/03,a book,52
e16170,2020/09/06,news,11
e16188,2020/09/10,news,33
e16193,2020/09/11,a book,55
e16206,2020/09/15,social media,39
e16209,2020/09/16,social media,51
e16213,2020/09/17,a book,26
e16217,2020/09/18,a book,29
e16239,2020/09/24,a book,26
e16245,2020/09/26,news,21
e16248,2020/09/27,news,7
e16252,2020/09/28,a book,24
e16265,2020/10/02,social media,24
e16284,2020/10/08,news,13
e16297,2020/10/12,a book,5
e16302,2020/10/13,a book,40
e16306,2020/10/14,news,25
e16319,2020/10/19,news,22
e16322,2020/10/20,a book,22
e16328,2020/10/21,news,48
e16331,2020/10/22,social media,52
e16336,2020/10/23,social media,48
e16339,2020/10/24,social media,38
e16344,2020/10/25,a book,7
e16352,2020/10/28,social media,51
e16361,2020/10/30,social media,24
e16366,2020/10/31,news,20
e16374,2020/11/02,social media,45
e16386,2020/11/05,a book,18
e16392,2020/11/07,a book,41
e16401,2020/11/09,news,36
e16405,2020/11/10,social media,54
e16410,2020/11/11,social media,7
e16412,2020/11/12,news,7
e16420,2020/11/14,news,48
e16429,2020/11/18,news,19
e16436,2020/11/20,news,51
e16440,2020/11/21,news,46
e16444,2020/11/22,social media,22
e16454,2020/11/24,social media,53
e16459,2020/11/25,news,41
e16473,2020/11/28,social media,18
e16475,2020/11/29,news,35
e16489,2020/12/02,social media,36
e16492,2020/12/03,social media,20
e16496,2020/12/04,news,19
e16514,2020/12/08,social media,54
e16520,2020/12/11,news,41
e16523,2020/12/12,news,5
e16527,2020/12/13,social media,40
e16530,2020/12/14,a book,38
e16552,2020/12/19,a book,8
e16559,2020/12/21,social media,42
e16575,2020/12/25,news,46
e16587,2020/12/28,a book,42
e16592,2020/12/30,social media,29
e16596,2020/12/31,social media,50
e16730,2021/01/01,news,45
e16736,2021/01/02,news,53
e16741,2021/01/03,news,36
e16745,2021/01/04,social media,33
e16750,2021/01/05,news,46
e16754,2021/01/06,social media,11
e16759,2021/01/07,social media,24
e16762,2021/01/08,news,28
e16767,2021/01/09,a book,50
e16773,2021/01/11,a book,50
e16780,2021/01/13,a book,6
e16784,2021/01/14,a book,20
e16788,2021/01/15,news,54
e16792,2021/01/16,social media,43
e16798,2021/01/18,news,12
e16801,2021/01/19,social media,20
e16814,2021/01/25,social media,8
e16821,2021/01/27,a book,22
e16828,2021/01/29,social media,51
e16832,2021/01/30,news,12
e16838,2021/01/31,news,34
e16843,2021/02/01,news,54
e16857,2021/02/07,social media,55
e16862,2021/02/08,social media,10
e16866,2021/02/09,a book,48
e16870,2021/02/10,social media,13
e16874,2021/02/11,social media,50
e16880,2021/02/13,social media,8
e16883,2021/02/14,news,27
e16889,2021/02/16,social media,47
e16898,2021/02/19,social media,32
e16901,2021/02/21,news,49
e16913,2021/02/26,social media,45
e16915,2021/02/27,social media,53
e16922,2021/03/01,news,51
e16931,2021/03/03,news,5
e16937,2021/03/04,social media,14
e16942,2021/03/05,a book,37
e16948,2021/03/06,social media,10
e16954,2021/03/08,a book,14
e16959,2021/03/09,news,53
e16964,2021/03/11,social media,17
e16969,2021/03/12,a book,27
e16975,2021/03/14,news,37
e16993,2021/03/19,news,25
e17000,2021/03/21,news,21
e17003,2021/03/22,news,7
e17013,2021/03/25,a book,34
e17017,2021/03/26,social media,11
e17022,2021/03/27,a book,54
e17031,2021/03/30,a book,12
e17035,2021/03/31,a book,38
e17048,2021/04/03,news,20
e17058,2021/04/06,news,21
e17059,2021/04/07,social media,17
e17066,2021/04/09,news,12
e17068,2021/04/10,social media,40
e17073,2021/04/11,news,47
e17082,2021/04/13,news,6
e17096,2021/04/17,a book,51
e17099,2021/04/18,a book,31
e17114,2021/04/22,social media,16
e17118,2021/04/23,news,29
e17121,2021/04/24,news,54
e17125,2021/04/25,news,19
e17136,2021/04/27,social media,30
e17139,2021/04/28,a book,55
e17141,2021/04/29,social media,10
e17147,2021/05/01,social media,16
e17155,2021/05/03,social media,46
e17161,2021/05/04,social media,23
e17163,2021/05/05,a book,44
e17174,2021/05/08,a book,23
e17197,2021/05/14,a book,45
e17200,2021/05/15,social media,13
e17202,2021/05/16,a book,29
e17206,2021/05/17,social media,19
e17209,2021/05/18,news,24
e17215,2021/05/19,a book,14
e17220,2021/05/20,news,8
e17223,2021/05/21,news,44
e17232,2021/05/23,a book,46
e17235,2021/05/24,a book,49
e17240,2021/05/25,social media,15
e17254,2021/05/30,a book,33
e17273,2021/06/04,social media,45
e17279,2021/06/05,news,44
e17306,2021/06/11,social media,49
e17311,2021/06/12,social media,25
e17321,2021/06/14,news,29
e17324,2021/06/15,social media,5
e17330,2021/06/17,news,26
e17337,2021/06/20,social media,47
e17343,2021/06/21,news,28
e17358,2021/06/26,news,34
e17363,2021/06/27,a book,32
e17369,2021/06/28,a book,19
e17375,2021/06/29,social media,35
e17389,2021/07/03,social media,18
e17394,2021/07/04,a book,45
e17403,2021/07/06,social media,7
e17409,2021/07/07,social media,35
e17426,2021/07/11,social media,47
e17436,2021/07/14,a book,15
e17446,2021/07/16,social media,21
e17452,2021/07/17,news,52
e17460,2021/07/19,news,37
e17473,2021/07/23,news,8
e17482,2021/07/26,news,12
e17488,2021/07/27,a book,28
e17500,2021/07/31,a book,17
e17504,2021/08/01,social media,13
e17508,2021/08/02,social media,52
e17514,2021/08/03,a book,39
e17520,2021/08/04,a book,42
e17541,2021/08/09,a book,53
e17547,2021/08/10,a book,46
e17550,2021/08/11,a book,31
e17555,2021/08/12,a book,46
e17573,2021/08/17,a book,45
e17578,2021/08/18,social media,26
e17582,2021/08/19,a book,16
e17592,2021/08/23,social media,27
e17597,2021/08/24,a book,39
e17601,2021/08/25,social media,46
e17607,2021/08/26,social media,38
e17626,2021/08/31,news,7
e17632,2021/09/02,social media,34
e17637,2021/09/03,social media,40
e17645,2021/09/04,a book,49
e17649,2021/09/05,news,54
e17654,2021/09/06,news,43
e17659,2021/09/07,social media,9
e17664,2021/09/08,news,37
e17669,2021/09/09,news,12
e17675,2021/09/11,social media,37
e17678,2021/09/12,news,10
e17682,2021/09/13,social media,42
e17689,2021/09/15,social media,10
e17706,2021/09/19,news,20
e17711,2021/09/20,social media,50
e17716,2021/09/21,news,15
e17718,2021/09/22,a book,40
e17731,2021/09/25,social media,23
e17740,2021/09/27,social media,55
e17745,2021/09/28,news,11
e17755,2021/10/01,news,34
e17758,2021/10/02,news,38
e17767,2021/10/04,news,21
e17774,2021/10/06,news,8
e17806,2021/10/14,a book,40
e17812,2021/10/15,news,26
e17825,2021/10/19,a book,12
e17833,2021/10/20,social media,53
e17849,2021/10/24,social media,25
e17853,2021/10/25,a book,6
e17869,2021/10/28,a book,9
e17874,2021/10/29,a book,22
e17882,2021/10/31,social media,39
e17887,2021/11/01,social media,25
e17892,2021/11/02,social media,45
e17896,2021/11/03,social media,52
e17901,2021/11/04,social media,40
e17906,2021/11/05,social media,46
e17917,2021/11/08,social media,50
e17934,2021/11/12,a book,46
e17938,2021/11/13,news,6
e17943,2021/11/14,a book,16
e17946,2021/11/15,news,10
e17956,2021/11/18,a book,51
e17962,2021/11/19,a book,32
e17967,2021/11/20,a book,20
e17976,2021/11/22,news,8
e17991,2021/11/27,a book,25
e17995,2021/11/28,a book,51
e18002,2021/12/01,social media,51
e18010,2021/12/03,social media,26
e18016,2021/12/06,social media,11
e18021,2021/12/07,a book,27
e18028,2021/12/09,a book,53
e18035,2021/12/12,a book,44
e18038,2021/12/13,social media,40
e18040,2021/12/14,social media,24
e18045,2021/12/15,a book,50
e18050,2021/12/17,news,31
e18055,2021/12/18,a book,28
e18069,2021/12/22,social media,29
e18075,2021/12/23,a book,17
e18084,2021/12/26,social media,35
e18095,2021/12/28,social media,53
e18100,2021/12/29,social media,14
e18103,2021/12/30,social media,14
e18111,2021/12/31,news,8
e18112,2022/01/01,social media,51
e18266,2022/01/04,a book,41
e18270,2022/01/05,a book,11
e18272,2022/01/06,social media,12
e18302,2022/01/14,news,5
e18315,2022/01/18,news,44
e18323,2022/01/21,social media,22
e18329,2022/01/23,social media,18
e18339,2022/01/26,a book,24
e18348,2022/01/29,a book,26
e18357,2022/02/01,a book,49
e18363,2022/02/02,news,46
e18368,2022/02/03,news,38
e18378,2022/02/05,news,7
e18381,2022/02/06,news,46
e18403,2022/02/14,a book,21
e18411,2022/02/17,a book,15
e18413,2022/02/18,news,15
e18417,2022/02/19,a book,15
e18422,2022/02/20,news,9
e18424,2022/02/21,social media,17
e18429,2022/02/22,social media,43
e18439,2022/02/24,a book,51
e18451,2022/02/27,news,53
e18456,2022/03/01,a book,22
e18460,2022/03/02,news,21
e18463,2022/03/03,a book,52
e18467,2022/03/04,a book,23
e18473,2022/03/05,a book,48
e18477,2022/03/06,social media,30
e18482,2022/03/07,social media,20
e18487,2022/03/09,news,44
e18492,2022/03/10,a book,44
e18495,2022/03/11,a book,55
e18499,2022/03/12,social media,37
e18502,2022/03/13,social media,43
e18509,2022/03/15,social media,44
e18514,2022/03/17,a book,6
e18535,2022/03/23,a book,38
e18539,2022/03/25,a book,10
e18550,2022/03/28,a book,18
e18555,2022/03/29,a book,39
e18563,2022/03/31,social media,39
e18571,2022/04/02,news,50
e18575,2022/04/03,news,31
e18579,2022/04/04,a book,30
e18584,2022/04/05,a book,29
e18586,2022/04/06,a book,29
e18589,2022/04/07,social media,25
e18592,2022/04/08,a book,38
e18599,2022/04/10,a book,18
e18603,2022/04/11,social media,16
e18607,2022/04/12,social media,38
e18609,2022/04/13,a book,54
e18613,2022/04/14,social media,19
e18617,2022/04/15,social media,51
e18621,2022/04/16,social media,15
e18633,2022/04/19,news,24
e18636,2022/04/20,news,13
e18646,2022/04/23,news,12
e18651,2022/04/24,a book,41
e18657,2022/04/26,a book,5
e18658,2022/04/27,a book,18
e18664,2022/04/28,a book,28
e18688,2022/05/06,news,19
e18695,2022/05/08,social media,39
e18699,2022/05/09,news,51
e18707,2022/05/11,news,41
e18714,2022/05/13,a book,13
e18728,2022/05/17,a book,16
e18733,2022/05/18,social media,17
e18744,2022/05/20,news,16
e18747,2022/05/21,a book,17
e18754,2022/05/23,social media,39
e18764,2022/05/25,a book,8
e18768,2022/05/26,news,53
e18773,2022/05/27,social media,8
e18784,2022/05/30,social media,34
e18793,2022/06/01,social media,36
e18794,2022/06/02,a book,17
e18799,2022/06/03,a book,55
e18818,2022/06/09,social media,36
e18825,2022/06/11,social media,39
e18833,2022/06/13,news,33
e18845,2022/06/16,news,31
e18862,2022/06/21,a book,31
e18874,2022/06/25,social media,10
e18878,2022/06/26,a book,35
e18890,2022/06/29,news,50
e18899,2022/07/02,social media,19
e18906,2022/07/03,social media,48
e18913,2022/07/05,social media,14
e18922,2022/07/07,a book,22
e18931,2022/07/10,news,31
e18938,2022/07/12,social media,11
e18949,2022/07/15,social media,28
e18953,2022/07/16,news,45
e18955,2022/07/17,a book,31
e18959,2022/07/18,a book,23
e18974,2022/07/23,social media,50
e18987,2022/07/26,news,24
e18999,2022/07/29,news,42
e19009,2022/08/01,social media,27
e19029,2022/08/05,a book,15
e19037,2022/08/07,news,53
e19041,2022/08/08,news,30
e19051,2022/08/11,news,24
e19056,2022/08/12,a book,37
e19063,2022/08/14,a book,26
e19064,2022/08/15,a book,37
e19081,2022/08/19,a book,9
e19084,2022/08/20,news,45
e19089,2022/08/22,social media,28
e19093,2022/08/23,news,25
e19098,2022/08/24,a book,36
e19101,2022/08/25,news,7
e19109,2022/08/27,social media,11
e19116,2022/08/28,social media,14
e19120,2022/08/29,a book,44
e19127,2022/08/30,a book,41
e19142,2022/09/02,social media,26
e19145,2022/09/03,a book,27
e19149,2022/09/04,news,26
e19163,2022/09/07,social media,52
e19168,2022/09/08,social media,25
e19177,2022/09/10,a book,44
e19182,2022/09/11,a book,23
e19195,2022/09/14,social media,28
e19202,2022/09/16,social media,33
e19205,2022/09/17,social media,25
e19211,2022/09/18,news,9
e19218,2022/09/21,social media,21
e19223,2022/09/23,a book,22
e19227,2022/09/24,news,53
e19230,2022/09/25,social media,20
e19234,2022/09/26,news,33
e19252,2022/09/30,a book,14
e19257,2022/10/01,a book,41
e19259,2022/10/02,news,19
e19264,2022/10/03,a book,48
e19268,2022/10/04,a book,44
e19272,2022/10/05,social media,44
e19276,2022/10/06,social media,11
e19283,2022/10/08,news,23
e19288,2022/10/09,news,17
e19293,2022/10/10,a book,15
e19298,2022/10/11,a book,42
e19303,2022/10/12,social media,25
e19306,2022/10/13,news,44
e19319,2022/10/16,a book,19
e19328,2022/10/19,a book,46
e19333,2022/10/20,a book,23
e19336,2022/10/21,social media,49
e19344,2022/10/23,social media,17
e19352,2022/10/25,a book,42
e19368,2022/10/29,social media,37
e19380,2022/11/02,social media,15
e19386,2022/11/03,social media,17
e19397,2022/11/05,a book,30
e19401,2022/11/06,social media,36
e19408,2022/11/08,news,46
e19413,2022/11/09,news,35
e19418,2022/11/10,news,18
e19420,2022/11/11,news,37
e19424,2022/11/12,a book,19
e19429,2022/11/13,social media,51
e19433,2022/11/15,social media,32
e19437,2022/11/16,social media,45
e19455,2022/11/21,a book,32
e19489,2022/11/30,a book,13
e19494,2022/12/02,a book,54
e19509,2022/12/07,news,19
e19512,2022/12/08,social media,34
e19523,2022/12/11,news,8
e19531,2022/12/13,social media,7
e19534,2022/12/14,news,14
e19543,2022/12/16,news,8
e19548,2022/12/17,news,5
e19552,2022/12/18,social media,53
e19557,2022/12/19,social media,37
e19562,2022/12/22,news,52
e19568,2022/12/23,a book,7
e19573,2022/12/24,news,33
e19581,2022/12/26,social media,6
e19584,2022/12/27,a book,36
e19591,2022/12/28,social media,10
e19598,2022/12/30,social media,53
e19602,2022/12/31,social media,49
