eid,date,timeofday,howlong,friends
e9844,2016/06/16,in the late afternoon,41,"Avery, Nevaeh, Layla"
e9847,2016/06/17,late in the evening,38,"Hazel, Lydia"
e9851,2016/06/18,late in the evening,23,Nevaeh
e9855,2016/06/19,during lunch hours,27,Olivia
e9859,2016/06/20,in the early evening,25,"Eva, Nora, Piper, Avery"
e9871,2016/06/24,in the early afternoon,16,Hazel
e9883,2016/06/27,late in the evening,37,"Lydia, Piper"
e9891,2016/06/29,during lunch hours,18,"Piper, Layla, Avery, Kinsley"
e9892,2016/06/29,during lunch hours,23,"Claire, Olivia, Piper"
e9901,2016/07/02,in the morning,5,"Lydia, Rylee, Piper, Layla"
e9905,2016/07/03,during lunch hours,12,"Rylee, Lydia, Layla, Avery"
e9910,2016/07/05,in the late afternoon,33,"Layla, Hazel"
e9911,2016/07/05,in the early evening,24,"Nora, Rylee, Eva"
e9916,2016/07/06,in the late afternoon,40,Piper
e9920,2016/07/07,in the early evening,10,Kinsley
e9924,2016/07/08,in the early evening,19,"Piper, Lydia"
e9933,2016/07/10,in the late afternoon,47,"Nevaeh, Nora, Olivia"
e9940,2016/07/12,in the late afternoon,7,"Piper, Kinsley"
e9949,2016/07/14,in the morning,6,"Eva, Rylee"
e9952,2016/07/15,during lunch hours,37,"Layla, Nevaeh, Lydia"
e9957,2016/07/16,during lunch hours,14,Eva
e9960,2016/07/17,in the early afternoon,54,"Piper, Hazel, Avery, Nevaeh"
e9965,2016/07/18,in the early afternoon,23,"Olivia, Lydia"
e9966,2016/07/18,in the late afternoon,55,"Hazel, Kinsley"
e9976,2016/07/20,in the late afternoon,37,"Olivia, Nevaeh, Layla, Rylee"
e9979,2016/07/21,in the morning,41,Piper
e9980,2016/07/21,in the early evening,50,"Piper, Avery, Lydia, Eva"
e9983,2016/07/22,in the morning,19,"Kinsley, Piper"
e9991,2016/07/24,in the morning,51,"Claire, Piper"
e9999,2016/07/26,in the morning,20,"Piper, Piper"
e10004,2016/07/28,in the early evening,39,"Layla, Lydia, Kinsley"
e10008,2016/07/29,in the late afternoon,53,Nora
e10014,2016/07/31,in the early afternoon,25,"Lydia, Piper"
e10023,2016/08/02,in the late afternoon,31,"Lydia, Eva, Nevaeh, Avery"
e10029,2016/08/03,in the early evening,48,Claire
e10036,2016/08/06,late in the evening,47,Layla
e10040,2016/08/07,late in the evening,45,"Piper, Piper"
e10044,2016/08/08,during lunch hours,26,"Eva, Avery, Layla"
e10049,2016/08/09,late in the evening,24,"Kinsley, Rylee"
e10050,2016/08/09,during lunch hours,32,Hazel
e10053,2016/08/10,during lunch hours,53,"Piper, Hazel, Layla, Rylee"
e10058,2016/08/11,during lunch hours,18,"Piper, Nora, Rylee"
e10059,2016/08/11,in the early evening,36,"Nora, Piper, Eva, Piper"
e10064,2016/08/12,late in the evening,14,"Piper, Avery"
e10069,2016/08/13,in the early afternoon,55,"Piper, Claire, Rylee"
e10073,2016/08/15,in the morning,53,"Avery, Lydia"
e10084,2016/08/18,in the late afternoon,31,"Nora, Claire, Avery, Lydia"
e10085,2016/08/18,during lunch hours,37,"Nevaeh, Layla"
e10090,2016/08/19,during lunch hours,31,"Nora, Lydia, Hazel, Avery"
e10091,2016/08/19,in the late afternoon,46,"Nevaeh, Olivia, Nora"
e10094,2016/08/20,late in the evening,28,"Layla, Avery"
e10102,2016/08/22,in the late afternoon,32,Rylee
e10103,2016/08/22,in the early afternoon,40,Lydia
e10107,2016/08/23,during lunch hours,24,"Eva, Nora, Nevaeh, Lydia"
e10117,2016/08/26,during lunch hours,24,"Eva, Olivia, Nevaeh"
e10119,2016/08/27,late in the evening,47,"Kinsley, Lydia, Piper, Layla"
e10123,2016/08/28,late in the evening,18,"Avery, Nevaeh, Kinsley, Piper"
e10130,2016/08/29,during lunch hours,8,"Layla, Avery, Kinsley"
e10137,2016/08/30,late in the evening,46,"Avery, Piper"
e10142,2016/08/31,in the morning,35,Olivia
e10146,2016/09/01,during lunch hours,9,"Claire, Piper, Nora, Piper"
e10152,2016/09/03,in the early afternoon,49,Layla
e10157,2016/09/04,in the early afternoon,14,"Layla, Eva"
e10168,2016/09/07,late in the evening,48,"Layla, Rylee, Nevaeh, Claire"
e10173,2016/09/08,in the early evening,25,"Eva, Avery, Nevaeh, Olivia"
e10174,2016/09/08,in the early afternoon,8,"Rylee, Kinsley"
e10177,2016/09/09,in the early afternoon,51,"Piper, Olivia, Piper, Eva"
e10183,2016/09/10,in the early evening,36,Layla
e10184,2016/09/10,in the late afternoon,11,"Lydia, Claire, Nevaeh"
e10187,2016/09/11,in the morning,43,"Avery, Eva, Kinsley"
e10191,2016/09/12,in the morning,27,Layla
e10194,2016/09/13,in the early evening,6,"Eva, Rylee"
e10204,2016/09/15,during lunch hours,21,"Piper, Olivia, Avery, Claire"
e10208,2016/09/16,in the morning,23,"Claire, Olivia"
e10216,2016/09/19,in the morning,40,"Olivia, Piper, Layla"
e10219,2016/09/20,in the early afternoon,33,"Hazel, Avery, Piper, Lydia"
e10227,2016/09/22,in the early evening,46,"Layla, Hazel"
e10229,2016/09/23,late in the evening,53,"Claire, Piper"
e10235,2016/09/24,in the early evening,41,Olivia
e10238,2016/09/25,during lunch hours,46,"Kinsley, Eva"
e10243,2016/09/26,late in the evening,13,Layla
e10244,2016/09/26,in the early afternoon,9,"Piper, Lydia, Piper, Claire"
e10252,2016/09/29,late in the evening,21,"Nevaeh, Lydia, Claire, Nora"
e10253,2016/09/29,late in the evening,28,Eva
e10257,2016/09/30,during lunch hours,25,"Nora, Nevaeh"
e10258,2016/09/30,in the early evening,31,"Eva, Olivia"
e10261,2016/10/01,in the late afternoon,50,Hazel
e10262,2016/10/01,in the late afternoon,5,Rylee
e10265,2016/10/02,in the morning,12,"Layla, Nevaeh, Piper, Rylee"
e10275,2016/10/04,in the late afternoon,41,"Claire, Avery"
e10281,2016/10/05,in the early afternoon,32,"Avery, Piper, Rylee"
e10289,2016/10/07,in the morning,37,"Layla, Hazel, Rylee, Nora"
e10290,2016/10/07,in the early afternoon,22,"Rylee, Nevaeh, Eva"
e10293,2016/10/08,in the early afternoon,25,"Olivia, Piper, Layla, Nora"
e10298,2016/10/09,in the morning,13,"Lydia, Hazel, Layla"
e10302,2016/10/10,in the morning,38,"Piper, Lydia, Hazel"
e10303,2016/10/10,during lunch hours,42,"Avery, Piper, Lydia, Kinsley"
e10306,2016/10/11,in the morning,51,Layla
e10311,2016/10/12,in the morning,32,"Hazel, Piper, Nevaeh, Piper"
e10314,2016/10/13,late in the evening,36,Avery
e10317,2016/10/14,in the morning,52,"Nevaeh, Kinsley, Rylee, Eva"
e10321,2016/10/15,in the early evening,51,"Avery, Eva"
e10325,2016/10/16,in the morning,36,"Piper, Avery, Eva"
e10330,2016/10/17,in the early afternoon,7,"Eva, Hazel"
e10331,2016/10/18,in the early evening,30,Lydia
e10334,2016/10/19,in the early afternoon,50,"Claire, Avery"
e10340,2016/10/20,in the late afternoon,10,"Rylee, Eva"
e10341,2016/10/20,in the late afternoon,20,Rylee
e10345,2016/10/21,late in the evening,10,"Piper, Avery, Piper"
e10346,2016/10/21,in the morning,52,Olivia
e10354,2016/10/23,in the early evening,15,"Layla, Nora, Nevaeh"
e10364,2016/10/25,in the early evening,28,"Claire, Layla, Kinsley"
e10365,2016/10/25,in the morning,41,"Nora, Claire"
e10373,2016/10/27,in the morning,51,Nora
e10374,2016/10/27,in the late afternoon,23,"Olivia, Nevaeh"
e10379,2016/10/28,during lunch hours,46,"Nevaeh, Lydia"
e10385,2016/10/29,in the late afternoon,45,"Eva, Kinsley, Lydia, Nora"
e10389,2016/10/30,in the late afternoon,12,"Layla, Kinsley"
e10396,2016/11/01,in the morning,12,"Piper, Avery"
e10402,2016/11/02,in the early afternoon,8,"Avery, Eva, Claire, Lydia"
e10406,2016/11/03,in the morning,15,"Avery, Piper, Nevaeh, Eva"
e10411,2016/11/04,during lunch hours,14,"Lydia, Piper, Nora, Eva"
e10416,2016/11/05,during lunch hours,30,Lydia
e10417,2016/11/05,late in the evening,26,"Nora, Olivia, Rylee, Avery"
e10426,2016/11/08,late in the evening,15,Claire
e10429,2016/11/09,in the early afternoon,53,Nora
e10436,2016/11/10,in the morning,30,"Kinsley, Nora, Rylee, Piper"
e10440,2016/11/11,during lunch hours,26,"Claire, Rylee, Nora, Hazel"
e10449,2016/11/13,in the late afternoon,13,Claire
e10450,2016/11/13,late in the evening,44,"Nora, Eva, Kinsley, Nevaeh"
e10455,2016/11/15,in the late afternoon,6,"Claire, Avery, Eva, Layla"
e10462,2016/11/16,in the morning,42,"Nevaeh, Piper, Lydia, Avery"
e10468,2016/11/17,late in the evening,25,"Kinsley, Lydia, Piper, Avery"
e10472,2016/11/18,late in the evening,49,"Eva, Nevaeh, Piper"
e10479,2016/11/20,late in the evening,47,"Kinsley, Layla"
e10487,2016/11/22,in the late afternoon,9,"Olivia, Rylee, Lydia"
e10488,2016/11/22,late in the evening,49,Claire
e10493,2016/11/23,in the late afternoon,5,"Eva, Layla, Rylee, Piper"
e10494,2016/11/23,during lunch hours,31,"Eva, Piper, Lydia"
e10504,2016/11/26,late in the evening,8,Hazel
e10511,2016/11/28,in the morning,6,"Nora, Claire, Rylee"
e10512,2016/11/28,late in the evening,50,"Nevaeh, Piper, Lydia"
e10518,2016/11/29,in the morning,51,"Piper, Lydia"
e10520,2016/11/30,in the morning,12,"Olivia, Piper, Layla, Rylee"
e10521,2016/11/30,in the early afternoon,31,Rylee
e10528,2016/12/02,during lunch hours,16,"Kinsley, Nevaeh"
e10529,2016/12/02,in the early afternoon,34,"Claire, Lydia"
e10533,2016/12/03,during lunch hours,55,Olivia
e10542,2016/12/05,late in the evening,10,"Eva, Lydia, Nora, Claire"
e10543,2016/12/05,late in the evening,53,Eva
e10548,2016/12/07,during lunch hours,28,Piper
e10560,2016/12/10,in the early evening,6,"Hazel, Lydia, Kinsley"
e10561,2016/12/10,in the early afternoon,29,"Layla, Piper, Olivia, Nora"
e10564,2016/12/11,in the late afternoon,7,"Nevaeh, Layla, Piper, Eva"
e10570,2016/12/12,in the late afternoon,53,"Nevaeh, Layla, Kinsley"
e10575,2016/12/13,during lunch hours,38,Eva
e10579,2016/12/14,in the morning,8,"Claire, Rylee, Lydia"
e10585,2016/12/15,in the morning,36,"Olivia, Lydia, Avery"
e10596,2016/12/18,in the morning,13,Eva
e10604,2016/12/20,in the morning,10,"Olivia, Eva, Hazel, Kinsley"
e10609,2016/12/21,during lunch hours,21,"Layla, Nora, Kinsley"
e10610,2016/12/21,in the morning,17,"Avery, Hazel, Piper, Rylee"
e10617,2016/12/23,in the late afternoon,27,"Layla, Olivia, Piper"
e10622,2016/12/24,in the late afternoon,30,"Eva, Piper, Nora"
e10628,2016/12/26,during lunch hours,7,"Avery, Piper, Nora, Kinsley"
e10629,2016/12/26,during lunch hours,46,"Rylee, Lydia, Olivia"
e10642,2016/12/30,in the late afternoon,51,"Kinsley, Hazel"
e10645,2016/12/31,in the morning,18,"Nora, Kinsley"
e10787,2017/01/01,in the morning,41,Nevaeh
e10791,2017/01/02,in the morning,34,"Eva, Nora, Kinsley"
e10803,2017/01/06,in the morning,13,"Nora, Kinsley, Claire, Eva"
e10811,2017/01/08,late in the evening,35,"Piper, Rylee, Claire"
e10813,2017/01/09,in the morning,48,"Piper, Avery, Eva, Claire"
e10817,2017/01/10,in the morning,52,"Nora, Piper"
e10818,2017/01/10,in the early evening,46,"Rylee, Lydia, Eva, Layla"
e10823,2017/01/11,in the late afternoon,33,"Kinsley, Layla, Eva, Rylee"
e10831,2017/01/13,late in the evening,46,Piper
e10853,2017/01/19,in the early evening,27,"Layla, Piper, Olivia"
e10856,2017/01/20,during lunch hours,53,"Hazel, Kinsley"
e10867,2017/01/23,late in the evening,10,"Eva, Claire"
e10875,2017/01/25,late in the evening,46,"Kinsley, Rylee"
e10883,2017/01/27,during lunch hours,21,"Claire, Lydia, Rylee"
e10887,2017/01/28,in the late afternoon,12,"Olivia, Eva, Hazel"
e10888,2017/01/28,in the early afternoon,32,"Nora, Eva, Nevaeh, Layla"
e10894,2017/01/29,in the morning,31,"Claire, Lydia, Piper, Hazel"
e10895,2017/01/29,in the early evening,55,"Kinsley, Piper, Rylee, Eva"
e10899,2017/01/30,late in the evening,39,"Lydia, Piper, Kinsley, Layla"
e10902,2017/01/31,in the late afternoon,43,"Piper, Kinsley, Hazel"
e10908,2017/02/02,in the early afternoon,11,"Olivia, Layla, Eva"
e10913,2017/02/03,during lunch hours,26,"Nevaeh, Hazel, Nora"
e10916,2017/02/04,in the late afternoon,29,Piper
e10929,2017/02/07,in the morning,36,Piper
e10932,2017/02/08,during lunch hours,50,"Nevaeh, Layla, Claire"
e10943,2017/02/11,in the early evening,17,"Avery, Nora"
e10951,2017/02/13,in the morning,30,"Olivia, Kinsley, Rylee, Eva"
e10954,2017/02/14,in the late afternoon,34,"Layla, Hazel, Piper, Rylee"
e10957,2017/02/15,late in the evening,29,Eva
e10962,2017/02/16,in the early evening,20,"Olivia, Piper, Layla, Hazel"
e10966,2017/02/17,in the morning,31,"Rylee, Kinsley, Olivia"
e10976,2017/02/20,late in the evening,34,Olivia
e10985,2017/02/22,in the morning,9,Nora
e10986,2017/02/22,in the late afternoon,54,Hazel
e10995,2017/02/26,in the early afternoon,54,"Eva, Hazel, Nevaeh"
e10998,2017/02/27,in the late afternoon,17,"Piper, Nevaeh, Avery"
e11000,2017/02/28,during lunch hours,9,"Eva, Nora"
e11003,2017/03/01,in the early afternoon,22,"Nora, Lydia"
e11009,2017/03/02,in the early afternoon,44,"Avery, Claire"
e11012,2017/03/03,in the early evening,18,Piper
e11016,2017/03/05,in the early afternoon,32,"Lydia, Nevaeh, Avery"
e11017,2017/03/05,in the early evening,24,"Eva, Avery, Hazel, Claire"
e11021,2017/03/06,in the late afternoon,44,"Hazel, Nora, Piper, Kinsley"
e11022,2017/03/06,in the morning,49,"Layla, Hazel, Eva, Rylee"
e11027,2017/03/07,late in the evening,31,"Rylee, Claire, Lydia"
e11034,2017/03/09,during lunch hours,23,"Eva, Layla"
e11038,2017/03/10,in the early evening,37,Claire
e11042,2017/03/11,in the morning,9,"Kinsley, Nevaeh"
e11048,2017/03/12,late in the evening,55,"Rylee, Olivia, Kinsley, Claire"
e11052,2017/03/13,in the early afternoon,54,"Piper, Nevaeh, Kinsley"
e11054,2017/03/14,in the morning,40,"Kinsley, Rylee, Avery, Nora"
e11055,2017/03/14,in the early afternoon,12,"Piper, Nevaeh"
e11060,2017/03/15,late in the evening,25,"Rylee, Nora"
e11063,2017/03/16,in the early afternoon,30,"Piper, Piper, Olivia, Eva"
e11066,2017/03/17,in the late afternoon,7,Layla
e11072,2017/03/18,in the late afternoon,36,Hazel
e11073,2017/03/18,during lunch hours,48,"Rylee, Eva"
e11076,2017/03/19,in the late afternoon,42,"Nevaeh, Claire, Avery, Olivia"
e11081,2017/03/21,in the late afternoon,26,"Kinsley, Nora"
e11090,2017/03/24,late in the evening,31,"Nevaeh, Avery"
e11097,2017/03/26,in the early evening,35,"Eva, Piper, Nevaeh, Olivia"
e11101,2017/03/27,during lunch hours,33,"Hazel, Layla"
e11102,2017/03/27,in the early evening,27,"Claire, Layla"
e11106,2017/03/28,in the late afternoon,19,Claire
e11107,2017/03/28,in the early afternoon,51,"Piper, Kinsley, Avery, Olivia"
e11110,2017/03/29,in the morning,9,"Kinsley, Piper"
e11115,2017/03/30,in the morning,34,Layla
e11120,2017/03/31,in the early evening,33,Piper
e11135,2017/04/05,in the early afternoon,12,"Rylee, Layla, Nora, Piper"
e11136,2017/04/05,in the late afternoon,29,"Avery, Hazel"
e11144,2017/04/07,in the late afternoon,53,"Olivia, Claire"
e11147,2017/04/08,late in the evening,31,"Claire, Lydia"
e11150,2017/04/10,during lunch hours,20,Piper
e11151,2017/04/10,late in the evening,6,"Eva, Piper"
e11155,2017/04/11,in the morning,43,Avery
e11163,2017/04/13,in the early evening,39,"Rylee, Olivia"
e11168,2017/04/14,in the early evening,27,"Eva, Lydia"
e11181,2017/04/17,in the early evening,10,"Nora, Lydia, Piper, Eva"
e11193,2017/04/21,in the early evening,37,"Lydia, Nevaeh"
e11198,2017/04/22,during lunch hours,20,"Eva, Rylee, Lydia"
e11204,2017/04/23,in the early evening,28,"Eva, Lydia"
e11207,2017/04/24,in the early afternoon,53,"Piper, Hazel, Layla"
e11208,2017/04/25,during lunch hours,47,"Lydia, Rylee, Eva"
e11212,2017/04/26,late in the evening,47,Piper
e11216,2017/04/27,late in the evening,21,"Piper, Eva, Layla, Rylee"
e11221,2017/04/28,during lunch hours,6,"Piper, Eva"
e11222,2017/04/28,in the late afternoon,10,Piper
e11225,2017/04/29,during lunch hours,11,Piper
e11226,2017/04/29,in the early evening,19,"Rylee, Nevaeh, Olivia"
e11229,2017/04/30,in the morning,47,"Hazel, Lydia"
e11235,2017/05/02,during lunch hours,51,"Eva, Olivia, Piper, Kinsley"
e11240,2017/05/03,in the early evening,14,"Claire, Hazel"
e11241,2017/05/03,in the late afternoon,42,"Hazel, Claire, Avery, Nevaeh"
e11244,2017/05/04,during lunch hours,48,"Rylee, Nora, Olivia, Nevaeh"
e11245,2017/05/04,in the late afternoon,35,Hazel
e11258,2017/05/09,in the late afternoon,14,"Lydia, Layla"
e11263,2017/05/10,during lunch hours,42,Piper
e11267,2017/05/11,late in the evening,35,"Nevaeh, Piper, Hazel, Claire"
e11271,2017/05/12,in the early afternoon,46,"Olivia, Nora, Rylee"
e11279,2017/05/14,in the early afternoon,10,"Avery, Piper"
e11282,2017/05/15,during lunch hours,27,"Nevaeh, Nora, Piper, Olivia"
e11292,2017/05/17,late in the evening,32,Nora
e11296,2017/05/19,in the morning,30,"Eva, Layla, Kinsley, Claire"
e11300,2017/05/20,in the late afternoon,38,Piper
e11302,2017/05/21,in the morning,28,"Olivia, Lydia"
e11307,2017/05/25,in the early evening,10,"Layla, Piper"
e11310,2017/05/26,in the late afternoon,11,"Piper, Piper, Hazel"
e11311,2017/05/26,during lunch hours,13,"Olivia, Avery"
e11321,2017/05/28,during lunch hours,11,"Hazel, Claire"
e11337,2017/06/01,in the morning,6,"Layla, Lydia, Olivia"
e11342,2017/06/02,late in the evening,21,"Hazel, Lydia, Claire"
e11346,2017/06/03,in the early afternoon,41,"Piper, Layla, Nevaeh, Kinsley"
e11352,2017/06/04,during lunch hours,47,"Lydia, Hazel, Kinsley, Eva"
e11361,2017/06/07,in the early afternoon,9,"Claire, Kinsley"
e11365,2017/06/08,late in the evening,26,"Claire, Piper, Rylee"
e11368,2017/06/09,during lunch hours,29,"Nora, Claire"
e11372,2017/06/10,in the early evening,23,"Piper, Layla, Olivia, Piper"
e11374,2017/06/11,in the late afternoon,29,"Olivia, Claire"
e11375,2017/06/11,in the late afternoon,51,"Nora, Piper, Nevaeh, Avery"
e11393,2017/06/16,in the late afternoon,37,"Nevaeh, Rylee"
e11398,2017/06/17,in the morning,27,Nora
e11406,2017/06/20,in the early evening,42,"Nora, Piper"
e11407,2017/06/20,in the morning,26,"Kinsley, Claire"
e11413,2017/06/22,in the late afternoon,21,"Olivia, Layla, Rylee"
e11420,2017/06/24,in the morning,9,Kinsley
e11424,2017/06/25,in the early evening,9,"Avery, Lydia"
e11425,2017/06/25,in the early afternoon,15,Eva
e11429,2017/06/26,in the early afternoon,28,"Lydia, Avery"
e11431,2017/06/27,during lunch hours,21,"Piper, Hazel"
e11436,2017/06/28,in the early evening,35,"Nora, Olivia"
e11440,2017/06/29,in the early evening,48,"Kinsley, Piper"
e11443,2017/06/30,during lunch hours,9,Rylee
e11444,2017/06/30,in the early afternoon,34,"Claire, Kinsley, Piper"
e11453,2017/07/02,in the early evening,16,"Piper, Olivia, Layla, Piper"
e11454,2017/07/02,in the early afternoon,11,"Lydia, Olivia, Piper, Eva"
e11459,2017/07/03,in the early evening,37,"Piper, Layla"
e11472,2017/07/06,in the early evening,45,"Eva, Lydia, Piper"
e11480,2017/07/08,in the early afternoon,11,"Eva, Rylee, Kinsley, Piper"
e11483,2017/07/09,late in the evening,30,Olivia
e11487,2017/07/10,in the early evening,39,"Avery, Nevaeh, Piper"
e11488,2017/07/10,in the early afternoon,48,"Hazel, Piper, Kinsley"
e11497,2017/07/13,during lunch hours,6,Olivia
e11499,2017/07/14,in the early afternoon,22,"Piper, Hazel"
e11503,2017/07/15,in the early evening,17,Hazel
e11504,2017/07/15,during lunch hours,14,"Piper, Kinsley"
e11508,2017/07/16,in the early afternoon,47,"Olivia, Kinsley, Layla"
e11512,2017/07/17,in the early evening,15,Avery
e11516,2017/07/18,late in the evening,25,"Claire, Lydia, Piper, Olivia"
e11526,2017/07/20,in the early afternoon,24,"Rylee, Nevaeh"
e11527,2017/07/20,in the early evening,35,"Nora, Kinsley, Eva, Nevaeh"
e11533,2017/07/21,in the early evening,36,Lydia
e11537,2017/07/22,during lunch hours,13,"Lydia, Avery, Rylee, Claire"
e11540,2017/07/23,in the morning,37,"Avery, Claire, Eva, Layla"
e11543,2017/07/24,in the early evening,37,Nevaeh
e11551,2017/07/26,in the early evening,29,"Claire, Nora, Lydia, Avery"
e11552,2017/07/26,in the early evening,17,Hazel
e11556,2017/07/27,in the early evening,21,"Nora, Claire"
e11557,2017/07/27,during lunch hours,12,"Rylee, Piper, Eva"
e11563,2017/07/29,in the early evening,38,"Avery, Kinsley, Piper, Eva"
e11567,2017/07/30,during lunch hours,38,"Eva, Lydia, Nora, Layla"
e11573,2017/07/31,in the morning,52,"Hazel, Nevaeh, Layla, Lydia"
e11574,2017/07/31,during lunch hours,47,"Hazel, Avery, Piper, Kinsley"
e11578,2017/08/01,in the early afternoon,40,"Hazel, Nevaeh, Nora"
e11579,2017/08/01,late in the evening,45,Hazel
e11582,2017/08/02,in the early afternoon,7,"Kinsley, Layla, Nevaeh"
e11591,2017/08/05,in the late afternoon,34,"Lydia, Avery"
e11592,2017/08/05,in the early evening,11,"Avery, Nora, Nevaeh, Layla"
e11603,2017/08/09,in the early evening,26,"Avery, Nora"
e11604,2017/08/09,during lunch hours,6,"Avery, Piper, Rylee, Kinsley"
e11613,2017/08/11,late in the evening,37,"Lydia, Kinsley"
e11614,2017/08/11,late in the evening,54,"Layla, Piper, Olivia"
e11619,2017/08/12,in the morning,47,Nora
e11620,2017/08/12,in the morning,41,"Hazel, Avery"
e11625,2017/08/13,late in the evening,41,"Rylee, Claire, Eva, Olivia"
e11629,2017/08/14,in the morning,25,"Kinsley, Nora"
e11633,2017/08/15,in the early evening,11,"Claire, Nora, Hazel"
e11634,2017/08/15,late in the evening,10,Eva
e11637,2017/08/16,in the early afternoon,8,"Nora, Piper"
e11642,2017/08/18,in the late afternoon,11,"Rylee, Olivia, Eva"
e11643,2017/08/18,in the early evening,37,"Layla, Piper"
e11648,2017/08/19,during lunch hours,46,"Kinsley, Piper, Rylee, Claire"
e11652,2017/08/20,during lunch hours,25,"Kinsley, Piper, Claire"
e11656,2017/08/21,in the late afternoon,55,"Nora, Layla, Eva"
e11657,2017/08/21,in the early afternoon,26,Piper
e11659,2017/08/22,in the late afternoon,43,"Piper, Nora, Eva, Hazel"
e11664,2017/08/23,in the early evening,21,"Olivia, Nevaeh, Avery"
e11672,2017/08/25,in the early evening,26,Layla
e11678,2017/08/26,in the morning,52,"Kinsley, Rylee, Avery"
e11686,2017/08/28,in the early evening,20,"Olivia, Hazel, Eva"
e11687,2017/08/28,in the early evening,21,"Layla, Lydia, Nora"
e11691,2017/08/29,in the morning,54,"Layla, Olivia"
e11700,2017/08/31,in the late afternoon,48,Piper
e11703,2017/09/01,in the early evening,13,Piper
e11708,2017/09/03,in the morning,52,"Nevaeh, Hazel, Olivia, Nora"
e11714,2017/09/04,in the early evening,11,"Olivia, Avery, Piper, Layla"
e11723,2017/09/07,in the late afternoon,23,"Eva, Hazel, Layla, Piper"
e11726,2017/09/08,in the morning,40,Lydia
e11737,2017/09/10,late in the evening,37,"Claire, Eva, Kinsley"
e11751,2017/09/14,in the late afternoon,27,Olivia
e11761,2017/09/16,during lunch hours,13,"Eva, Claire"
e11775,2017/09/20,in the morning,44,Kinsley
e11776,2017/09/20,during lunch hours,35,Piper
e11780,2017/09/21,in the early evening,34,Nora
e11784,2017/09/22,in the early afternoon,27,"Avery, Nora"
e11789,2017/09/23,in the late afternoon,17,"Layla, Lydia, Nevaeh, Nora"
e11790,2017/09/23,late in the evening,12,"Lydia, Claire, Nora"
e11794,2017/09/24,late in the evening,40,"Lydia, Kinsley"
e11802,2017/09/26,during lunch hours,28,Rylee
e11808,2017/09/28,in the early evening,23,"Claire, Olivia, Rylee, Nevaeh"
e11817,2017/09/30,in the early evening,52,"Hazel, Lydia"
e11819,2017/10/01,in the late afternoon,37,"Claire, Rylee, Avery"
e11823,2017/10/02,late in the evening,53,"Nora, Rylee"
e11828,2017/10/03,in the early afternoon,41,Avery
e11831,2017/10/04,in the morning,38,"Layla, Kinsley, Piper, Avery"
e11837,2017/10/06,in the early afternoon,9,"Piper, Claire"
e11841,2017/10/07,in the late afternoon,21,Nora
e11844,2017/10/08,late in the evening,28,"Avery, Nora"
e11847,2017/10/09,late in the evening,44,Kinsley
e11849,2017/10/10,in the late afternoon,24,Piper
e11852,2017/10/11,during lunch hours,34,"Hazel, Nora, Olivia"
e11859,2017/10/12,in the morning,8,"Rylee, Piper, Piper, Nora"
e11861,2017/10/13,during lunch hours,45,Layla
e11868,2017/10/14,late in the evening,25,"Kinsley, Nevaeh, Olivia, Layla"
e11878,2017/10/17,late in the evening,6,Piper
e11882,2017/10/18,in the early evening,11,"Lydia, Eva, Nora"
e11892,2017/10/21,in the early afternoon,5,Olivia
e11896,2017/10/23,in the early evening,40,"Avery, Lydia"
e11897,2017/10/23,in the early evening,10,"Kinsley, Layla, Olivia, Nevaeh"
e11903,2017/10/24,in the morning,23,"Olivia, Eva, Claire"
e11904,2017/10/24,in the early afternoon,29,"Claire, Avery, Olivia"
e11908,2017/10/26,during lunch hours,49,"Olivia, Kinsley"
e11914,2017/10/27,during lunch hours,9,"Eva, Nora, Hazel"
e11915,2017/10/27,during lunch hours,30,Hazel
e11919,2017/10/28,in the early evening,43,Hazel
e11921,2017/10/30,in the early evening,9,"Rylee, Lydia, Piper"
e11922,2017/10/30,in the morning,26,"Piper, Nevaeh"
e11927,2017/10/31,in the early afternoon,28,Hazel
e11933,2017/11/02,during lunch hours,35,Piper
e11938,2017/11/04,during lunch hours,38,"Layla, Lydia"
e11941,2017/11/05,during lunch hours,20,"Layla, Piper, Claire, Nevaeh"
e11945,2017/11/06,in the morning,42,"Nora, Claire"
e11949,2017/11/07,in the morning,46,Layla
e11955,2017/11/08,late in the evening,35,"Layla, Olivia"
e11956,2017/11/08,during lunch hours,55,"Piper, Hazel, Kinsley, Lydia"
e11960,2017/11/09,in the early evening,53,Nora
e11972,2017/11/13,in the early evening,39,"Rylee, Nora, Layla"
e11976,2017/11/14,in the early afternoon,48,"Layla, Eva, Hazel, Olivia"
e11983,2017/11/16,during lunch hours,19,"Eva, Olivia, Avery, Lydia"
e11984,2017/11/16,in the morning,55,Olivia
e11986,2017/11/17,in the early afternoon,48,"Rylee, Nora, Piper"
e11990,2017/11/18,in the morning,46,"Layla, Piper, Piper, Nevaeh"
e11995,2017/11/19,late in the evening,5,Hazel
e11998,2017/11/20,in the early evening,37,Kinsley
e12001,2017/11/22,in the early afternoon,14,"Nora, Avery, Lydia"
e12006,2017/11/23,in the late afternoon,13,"Claire, Layla"
e12009,2017/11/24,late in the evening,29,Nora
e12012,2017/11/25,during lunch hours,12,"Kinsley, Layla"
e12013,2017/11/25,during lunch hours,41,Rylee
e12020,2017/11/28,during lunch hours,20,"Piper, Claire"
